CASEID,ENQUIRYTYPEID,SUBJECTNAME,REASONNAME,TYPENAME,TITLE,OPENEDDATETIMESTRING,CASESTATUS,ADDRESS,ZIP,CLOSEDDATETIMESTRING,LastUpdateDate,EndDate,EndTime,StartDate,StartTime,LATITUDE,LONGITUDE
5038414,101001981,Property,Private Property,Exterior Nuisance - Self Service,Ext: Tall Grass,02/06/18 17:11,0,KASS CV,78664,03/06/18 02:11,19/02/19 11:18,06/02/2018,05:11 PM,06/02/2018,05:11 PM,30.53733,-97.656304
5038417,101001981,Property,Private Property,Exterior Nuisance - Self Service,Ext: Tall Grass,02/06/18 20:04,0,N A W GRIMES BLVD,78665,07/06/18 19:04,19/02/19 11:18,06/02/2018,08:04 PM,06/02/2018,08:04 PM,30.547661,-97.649452
5038445,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,03/06/18 08:59,0, , ,05/06/18 00:59,19/02/19 11:18,06/03/2018,08:59 AM,06/03/2018,08:59 AM,30.449595,-97.623636
5038449,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,03/06/18 09:15,0, , ,05/06/18 06:15,19/02/19 11:18,06/03/2018,09:15 AM,06/03/2018,09:15 AM,30.438943,-97.683955
5038459,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,03/06/18 09:26,0,W LOUIS HENNA BLVD,78681,04/06/18 15:26,19/02/19 11:18,06/03/2018,09:26 AM,06/03/2018,09:26 AM,30.480249,-97.688923
5038497,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,03/06/18 10:46,0, , ,06/06/18 17:46,19/02/19 11:18,06/03/2018,10:46 AM,06/03/2018,10:46 AM,30.463161,-97.717653
5038499,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 209KYT - Pct # 5,03/06/18 10:48,0, , ,06/06/18 02:48,19/02/19 11:18,06/03/2018,10:48 AM,06/03/2018,10:48 AM,30.448601,-97.701797
5038503,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 937GNA - Pct # 5,03/06/18 10:58,0,SERVICE,78681,05/06/18 18:58,19/02/19 11:18,06/03/2018,10:58 AM,06/03/2018,10:58 AM,30.504674,-97.702769
5038536,101000173,Property,Private Property,Residential Conditions Complaint Tenant,Residential Conditions Complaint Tenant,03/06/18 12:43,0,N A W GRIMES BLVD,78665,08/06/18 08:43,19/02/19 11:18,06/03/2018,12:43 PM,06/03/2018,12:43 PM,30.555571,-97.648013
5038541,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Vehicle InopVeh,03/06/18 12:50,0,SERVICE,78628,04/06/18 05:50,19/02/19 11:18,06/03/2018,12:50 PM,06/03/2018,12:50 PM,30.582757,-97.693467
5038543,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,03/06/18 12:52,0,W OLD SETTLERS BLVD,78681,04/06/18 09:52,19/02/19 11:18,06/03/2018,12:52 PM,06/03/2018,12:52 PM,30.536242,-97.697497
5038571,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 989KVV - Pct # 1,03/06/18 13:51,0,W LIBERTY AVE,78664,05/06/18 21:51,19/02/19 11:18,06/03/2018,01:51 PM,06/03/2018,01:51 PM,30.508585,-97.68411
5038586,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,03/06/18 14:19,0,LIME ROCK DR,78681,07/06/18 20:19,19/02/19 11:18,06/03/2018,02:19 PM,06/03/2018,02:19 PM,30.497203,-97.695168
5038614,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,03/06/18 15:12,0, , ,06/06/18 19:12,19/02/19 11:18,06/03/2018,03:12 PM,06/03/2018,03:12 PM,30.433351,-97.676318
5038688,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,03/06/18 20:11,0,SCENIC LOOP,78681,05/06/18 03:11,19/02/19 11:18,06/03/2018,08:11 PM,06/03/2018,08:11 PM,30.49921,-97.69988
5038701,101000040,Streets,Traffic Signal / Signs,Traffic Signal Trouble,Traffic Signal Trouble,04/06/18 07:49,0,RAMS HORN WAY,78665,07/06/18 04:49,19/02/19 11:18,06/04/2018,07:49 AM,06/04/2018,07:49 AM,30.553238,-97.673057
5038719,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN PAK4804 - Pct # 2,04/06/18 09:06,0,WHITLOW WAY,78665,06/06/18 21:06,19/02/19 11:18,06/04/2018,09:06 AM,06/04/2018,09:06 AM,30.534003,-97.627828
5038746,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN XMJ732 - Pct # 2,04/06/18 11:00,0,HIDDEN ACRES DR,78665,08/06/18 10:00,19/02/19 11:18,06/04/2018,11:00 AM,06/04/2018,11:00 AM,30.523509,-97.651622
5038752,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,04/06/18 11:18,0,GREENLAWN BLVD,78664,09/06/18 04:18,19/02/19 11:18,06/04/2018,11:18 AM,06/04/2018,11:18 AM,30.478088,-97.665219
5038818,101000048,Utilities Related,Sewer & Storm Drain,Sewer Issues,Sewer Issue ,04/06/18 14:48,0,W OAK DR,78664,09/06/18 07:48,19/02/19 11:18,06/04/2018,02:48 PM,06/04/2018,02:48 PM,30.520492,-97.676639
5038877,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 511enj - Pct # 3,04/06/18 17:38,0,GLENN DR,78664,08/06/18 04:38,19/02/19 11:18,06/04/2018,05:38 PM,06/04/2018,05:38 PM,30.467209,-97.649897
5038881,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,04/06/18 17:50,0,W LOUIS HENNA BLVD,78681,05/06/18 08:50,19/02/19 11:18,06/04/2018,05:50 PM,06/04/2018,05:50 PM,30.478534,-97.692078
5038884,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: 771EWY - Pct # 5,04/06/18 18:52,0,SERVICE,78681,08/06/18 13:52,19/02/19 11:18,06/04/2018,06:52 PM,06/04/2018,06:52 PM,30.484199,-97.680499
5038897,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,05/06/18 07:40,0, , ,08/06/18 03:40,19/02/19 11:18,06/05/2018,07:40 AM,06/05/2018,07:40 AM,30.443962,-97.720131
5038901,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,05/06/18 08:12,0,RM 1431,78681,07/06/18 23:12,19/02/19 11:18,06/05/2018,08:12 AM,06/05/2018,08:12 AM,30.559515,-97.695124
5038934,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint,05/06/18 10:39,0, , ,05/06/18 20:39,19/02/19 11:18,06/05/2018,10:39 AM,06/05/2018,10:39 AM,30.448945,-97.619078
5038990,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,05/06/18 13:43,0, , ,06/06/18 02:43,19/02/19 11:18,06/05/2018,01:43 PM,06/05/2018,01:43 PM,30.469327,-97.632165
5039026,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,05/06/18 15:00,0, , ,10/06/18 02:00,19/02/19 11:18,06/05/2018,03:00 PM,06/05/2018,03:00 PM,30.574755,-97.718252
5039047,101000173,Property,Private Property,Residential Conditions Complaint Tenant,Residential Conditions Complaint Tenant,05/06/18 15:54,0,WARNER RANCH DR,78664,08/06/18 14:54,19/02/19 11:18,06/05/2018,03:54 PM,06/05/2018,03:54 PM,30.483153,-97.65198
5039077,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,05/06/18 17:34,0,HARRELL PKWY,78665,08/06/18 22:34,19/02/19 11:18,06/05/2018,05:34 PM,06/05/2018,05:34 PM,30.528557,-97.633328
5039085,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,05/06/18 18:02,0, , ,10/06/18 16:02,19/02/19 11:18,06/05/2018,06:02 PM,06/05/2018,06:02 PM,30.45076,-97.621623
5039105,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,06/06/18 08:03,0, , ,09/06/18 10:03,19/02/19 11:18,06/06/2018,08:03 AM,06/06/2018,08:03 AM,30.448501,-97.678439
5039106,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,06/06/18 08:11,0,CAMI PATH,78665,07/06/18 08:11,19/02/19 11:18,06/06/2018,08:11 AM,06/06/2018,08:11 AM,30.549688,-97.626171
5039107,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,06/06/18 08:13,0,SETTLERS PARK LOOP,78665,08/06/18 00:13,19/02/19 11:18,06/06/2018,08:13 AM,06/06/2018,08:13 AM,30.551516,-97.624272
5039194,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,06/06/18 13:28,0,BRADLEY LN,78664,08/06/18 10:28,19/02/19 11:18,06/06/2018,01:28 PM,06/06/2018,01:28 PM,30.537144,-97.663305
5039196,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,06/06/18 13:29,0,E PALM VALLEY BLVD,78665,09/06/18 16:29,19/02/19 11:18,06/06/2018,01:29 PM,06/06/2018,01:29 PM,30.5292,-97.62414
5039214,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,06/06/18 14:20,0,N IH 35 FR,78728,09/06/18 03:20,19/02/19 11:18,06/06/2018,02:20 PM,06/06/2018,02:20 PM,30.465441,-97.671484
5039217,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,06/06/18 14:23,0,SH 45,78664,09/06/18 08:23,19/02/19 11:18,06/06/2018,02:23 PM,06/06/2018,02:23 PM,30.484662,-97.653299
5039246,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 753KRP - Pct # 2,06/06/18 15:10,0,N A W GRIMES BLVD,78665,07/06/18 08:10,19/02/19 11:18,06/06/2018,03:10 PM,06/06/2018,03:10 PM,30.560483,-97.646458
5039259,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,06/06/18 15:25,0,GULF WAY,78665,09/06/18 18:25,19/02/19 11:18,06/06/2018,03:25 PM,06/06/2018,03:25 PM,30.552505,-97.654993
5039270,101001981,Property,Private Property,Exterior Nuisance - Self Service,Ext: Tall Grass,06/06/18 15:59,0, , ,06/06/18 18:59,19/02/19 11:18,06/06/2018,03:59 PM,06/06/2018,03:59 PM,30.575691,-97.7155
5039271,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,06/06/18 16:01,0,SERVICE,78681,07/06/18 20:01,19/02/19 11:18,06/06/2018,04:01 PM,06/06/2018,04:01 PM,30.566017,-97.699496
5039285,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,06/06/18 17:05,0,NOTTINGHAM HILL RD,78664,08/06/18 09:05,19/02/19 11:18,06/06/2018,05:05 PM,06/06/2018,05:05 PM,30.487684,-97.665231
5039291,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,06/06/18 17:32,0, , ,10/06/18 13:32,19/02/19 11:18,06/06/2018,05:32 PM,06/06/2018,05:32 PM,30.434758,-97.656694
5039293,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,06/06/18 17:33,0,WYOMING SPRINGS DR,78681,09/06/18 04:33,19/02/19 11:18,06/06/2018,05:33 PM,06/06/2018,05:33 PM,30.547691,-97.71519
5039298,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,06/06/18 18:11,0,CR 172,78681,08/06/18 16:11,19/02/19 11:18,06/06/2018,06:11 PM,06/06/2018,06:11 PM,30.479583,-97.694968
5039324,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,07/06/18 08:31,0,RIVERLAWN DR,78681,09/06/18 01:31,19/02/19 11:18,06/07/2018,08:31 AM,06/07/2018,08:31 AM,30.501629,-97.704516
5039336,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,07/06/18 09:13,0, , ,10/06/18 13:13,19/02/19 11:18,06/07/2018,09:13 AM,06/07/2018,09:13 AM,30.455498,-97.675458
5039356,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 278DJL - Pct # 3,07/06/18 10:08,0, , ,09/06/18 21:08,19/02/19 11:18,06/07/2018,10:08 AM,06/07/2018,10:08 AM,30.473764,-97.63214
5039363,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,07/06/18 10:25,0, , ,09/06/18 18:25,19/02/19 11:18,06/07/2018,10:25 AM,06/07/2018,10:25 AM,30.452823,-97.728565
5039364,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,07/06/18 10:26,0, , ,12/06/18 07:26,19/02/19 11:18,06/07/2018,10:26 AM,06/07/2018,10:26 AM,30.47136,-97.632174
5039382,101000381,Animal Related,Animal Control,Animal Complaint - Public Health,Animal Complaint - Public Health,07/06/18 11:12,0, , ,11/06/18 04:12,19/02/19 11:18,06/07/2018,11:12 AM,06/07/2018,11:12 AM,30.4458,-97.624914
5039387,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 686AAR - Pct # 2,07/06/18 11:37,0,AVERY-NELSON PKWY,78665,09/06/18 00:37,19/02/19 11:18,06/07/2018,11:37 AM,06/07/2018,11:37 AM,30.554675,-97.650821
5039400,101000006,Sidewalks,Complaints,Sidewalk Structural Complaint,Sidewalk Structural Complaint,07/06/18 12:27,0,E MAIN ST,78664,08/06/18 09:27,19/02/19 11:18,06/07/2018,12:27 PM,06/07/2018,12:27 PM,30.511965,-97.666484
5039401,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext:    Other,07/06/18 12:28,0,WAIMEA CT,78681,11/06/18 11:28,19/02/19 11:18,06/07/2018,12:28 PM,06/07/2018,12:28 PM,30.547362,-97.703925
5039418,101000172,Property,Private Property,Residential Conditions Complaint HOD Tenant,Residential Conditions Complaint HOD Tenant,07/06/18 13:14,0,LOUIS HENNA BLVD,78664,08/06/18 16:14,19/02/19 11:18,06/07/2018,01:14 PM,06/07/2018,01:14 PM,30.487794,-97.63342
5039428,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,07/06/18 13:58,0,GREENLAWN BLVD,78664,10/06/18 18:58,19/02/19 11:18,06/07/2018,01:58 PM,06/07/2018,01:58 PM,30.468683,-97.662559
5039456,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,07/06/18 15:31,0, , ,09/06/18 18:31,19/02/19 11:18,06/07/2018,03:31 PM,06/07/2018,03:31 PM,30.576043,-97.707936
5039497,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,07/06/18 18:59,0,SAM BASS RD,78681,10/06/18 14:59,19/02/19 11:18,06/07/2018,06:59 PM,06/07/2018,06:59 PM,30.527035,-97.712214
5039509,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: S5G161 - Pct # 5,08/06/18 10:19,0,CREEKMONT DR,78681,08/06/18 17:19,19/02/19 11:18,06/08/2018,10:19 AM,06/08/2018,10:19 AM,30.504814,-97.705818
5039551,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 112DMZ - Pct # 4,10/06/18 08:26,0,N IH 35 FR,78665,11/06/18 03:26,19/02/19 11:18,06/10/2018,08:26 AM,06/10/2018,08:26 AM,30.549323,-97.691322
5039573,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,10/06/18 09:35,0, , ,11/06/18 04:35,19/02/19 11:18,06/10/2018,09:35 AM,06/10/2018,09:35 AM,30.460509,-97.616093
5039578,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,10/06/18 09:40,0,BALSAM WAY,78665,10/06/18 15:40,19/02/19 11:18,06/10/2018,09:40 AM,06/10/2018,09:40 AM,30.525481,-97.647299
5039587,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext:  InopVeh,10/06/18 09:57,0, , ,11/06/18 20:57,19/02/19 11:18,06/10/2018,09:57 AM,06/10/2018,09:57 AM,30.475164,-97.635433
5039592,101001981,Property,Private Property,Exterior Nuisance - Self Service,Ext: Tall Grass,10/06/18 10:07,0,FAIRVIEW CV,78665,15/06/18 08:07,19/02/19 11:18,06/10/2018,10:07 AM,06/10/2018,10:07 AM,30.55466,-97.641002
5039593,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: - Pct # 4,10/06/18 10:10,0,WYOMING SPRINGS DR,78681,11/06/18 20:10,19/02/19 11:18,06/10/2018,10:10 AM,06/10/2018,10:10 AM,30.547297,-97.714089
5039594,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 050CEV - Pct # 2,10/06/18 10:17,0,LAKE DR,78665,11/06/18 00:17,19/02/19 11:18,06/10/2018,10:17 AM,06/10/2018,10:17 AM,30.54738,-97.668786
5039604,101000381,Animal Related,Animal Control,Animal Complaint - Public Health,Animal Complaint - Public Health,10/06/18 10:53,0,UNIVERSITY BLVD,78665,13/06/18 11:53,19/02/19 11:18,06/10/2018,10:53 AM,06/10/2018,10:53 AM,30.571641,-97.640956
5039628,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,10/06/18 11:51,0,DELL WAY,78664,15/06/18 08:51,19/02/19 11:18,06/10/2018,11:51 AM,06/10/2018,11:51 AM,30.485908,-97.669067
5039670,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,10/06/18 14:32,0,TIFFANY TRL,78681,15/06/18 01:32,19/02/19 11:18,06/10/2018,02:32 PM,06/10/2018,02:32 PM,30.527531,-97.719249
5039678,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,10/06/18 14:47,0, , ,12/06/18 08:47,19/02/19 11:18,06/10/2018,02:47 PM,06/10/2018,02:47 PM,30.475644,-97.617357
5039695,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,10/06/18 15:12,0,SERVICE,78628,12/06/18 18:12,19/02/19 11:18,06/10/2018,03:12 PM,06/10/2018,03:12 PM,30.584568,-97.692754
5039702,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,10/06/18 15:32,0,GULF WAY,78665,10/06/18 18:32,19/02/19 11:18,06/10/2018,03:32 PM,06/10/2018,03:32 PM,30.552531,-97.657626
5039703,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,10/06/18 15:33,0,CASTLE PATH,78681,13/06/18 22:33,19/02/19 11:18,06/10/2018,03:33 PM,06/10/2018,03:33 PM,30.545432,-97.705423
5039705,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,10/06/18 15:35,0,WARNER RANCH DR,78664,11/06/18 06:35,19/02/19 11:18,06/10/2018,03:35 PM,06/10/2018,03:35 PM,30.483612,-97.653289
5039739,101000381,Animal Related,Animal Control,Animal Complaint - Public Health,Animal Complaint - Public Health,10/06/18 17:44,0,SERVICE,78628,15/06/18 00:44,19/02/19 11:18,06/10/2018,05:44 PM,06/10/2018,05:44 PM,30.58341,-97.696596
5039747,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,10/06/18 19:34,0,SANIBEL CT,78681,11/06/18 04:34,19/02/19 11:18,06/10/2018,07:34 PM,06/10/2018,07:34 PM,30.550021,-97.69943
5039764,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,11/06/18 08:26,0, , ,11/06/18 23:26,19/02/19 11:18,06/11/2018,08:26 AM,06/11/2018,08:26 AM,30.452823,-97.728565
5039770,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,11/06/18 08:36,0, , ,15/06/18 09:36,19/02/19 11:18,06/11/2018,08:36 AM,06/11/2018,08:36 AM,30.47,-97.638526
5039795,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,11/06/18 09:44,0,CREEK BEND BLVD,78681,12/06/18 23:44,19/02/19 11:18,06/11/2018,09:44 AM,06/11/2018,09:44 AM,30.545473,-97.71077
5039801,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: - Pct # 5,11/06/18 09:58,0,SHADOW BROOK CIR,78681,14/06/18 00:58,19/02/19 11:18,06/11/2018,09:58 AM,06/11/2018,09:58 AM,30.490646,-97.705976
5039820,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,11/06/18 11:00,0,SERVICE,78665,16/06/18 05:00,19/02/19 11:18,06/11/2018,11:00 AM,06/11/2018,11:00 AM,30.514311,-97.645452
5039821,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 511ENJ - Pct # 3,11/06/18 11:07,0,GLENN DR,78664,16/06/18 08:07,19/02/19 11:18,06/11/2018,11:07 AM,06/11/2018,11:07 AM,30.467209,-97.649897
5039824,101000323,Public Safety,Police,Suspicious Activity,Police Suspicious Activity,11/06/18 11:16,0,MAPLE RUN,78664,12/06/18 04:16,19/02/19 11:18,06/11/2018,11:16 AM,06/11/2018,11:16 AM,30.507469,-97.651764
5039884,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 749JGZ - Pct # 3,11/06/18 13:12,0, , ,11/06/18 23:12,19/02/19 11:18,06/11/2018,01:12 PM,06/11/2018,01:12 PM,30.466859,-97.64936
5039911,101000040,Streets,Traffic Signal / Signs,Traffic Signal Trouble,Traffic Signal Trouble,11/06/18 14:22,0,E PALM VALLEY BLVD,78664,12/06/18 21:22,19/02/19 11:18,06/11/2018,02:22 PM,06/11/2018,02:22 PM,30.51726,-97.678851
5039913,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,11/06/18 14:36,0,PIKE PATH,78665,11/06/18 16:36,19/02/19 11:18,06/11/2018,02:36 PM,06/11/2018,02:36 PM,30.553245,-97.666081
5039919,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,11/06/18 14:47,0,GROVE DR,78681,14/06/18 07:47,19/02/19 11:18,06/11/2018,02:47 PM,06/11/2018,02:47 PM,30.527692,-97.710316
5039920,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,11/06/18 14:50,0, , ,14/06/18 03:50,19/02/19 11:18,06/11/2018,02:50 PM,06/11/2018,02:50 PM,30.451337,-97.723735
5039943,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,11/06/18 16:09,0,RM 1431,78681,16/06/18 13:09,19/02/19 11:18,06/11/2018,04:09 PM,06/11/2018,04:09 PM,30.553085,-97.712837
5039958,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,11/06/18 16:58,0,ROUNDVILLE LN,78664,16/06/18 00:58,19/02/19 11:18,06/11/2018,04:58 PM,06/11/2018,04:58 PM,30.485369,-97.642367
5039966,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,11/06/18 17:21,0,RACHEL LN,78664,12/06/18 07:21,19/02/19 11:18,06/11/2018,05:21 PM,06/11/2018,05:21 PM,30.494361,-97.65193
5039978,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,11/06/18 18:37,0,WHITE OAK LOOP,78681,14/06/18 03:37,19/02/19 11:18,06/11/2018,06:37 PM,06/11/2018,06:37 PM,30.529184,-97.709044
5040002,101001981,Property,Private Property,Exterior Nuisance - Self Service,Ext: Tall Grass,12/06/18 08:29,0,UNIVERSITY BLVD,78665,13/06/18 22:29,19/02/19 11:18,06/12/2018,08:29 AM,06/12/2018,08:29 AM,30.558716,-97.687487
5040028,101000172,Property,Private Property,Residential Conditions Complaint HOD Tenant,Residential Conditions Complaint HOD Tenant,12/06/18 10:47,0,MANDELL ST,78664,16/06/18 11:47,19/02/19 11:18,06/12/2018,10:47 AM,06/12/2018,10:47 AM,30.503333,-97.677885
5040045,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,12/06/18 12:26,0, , ,15/06/18 03:26,19/02/19 11:18,06/12/2018,12:26 PM,06/12/2018,12:26 PM,30.438445,-97.622096
5040052,101000040,Streets,Traffic Signal / Signs,Traffic Signal Trouble,Traffic Signal Trouble,12/06/18 13:03,0,EMMA SOPHIA LN,78717,16/06/18 08:03,19/02/19 11:18,06/12/2018,01:03 PM,06/12/2018,01:03 PM,30.48508,-97.726325
5040059,101000323,Public Safety,Police,Suspicious Activity,Police Suspicious Activity,12/06/18 13:22,0,W MAIN ST,78664,12/06/18 23:22,19/02/19 11:18,06/12/2018,01:22 PM,06/12/2018,01:22 PM,30.507541,-97.6816
5040079,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,12/06/18 14:47,0,SOUTHWESTERN TRL,78664,16/06/18 21:47,19/02/19 11:18,06/12/2018,02:47 PM,06/12/2018,02:47 PM,30.492906,-97.663043
5040084,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,12/06/18 15:01,0,WYOMING SPRINGS DR,78681,15/06/18 07:01,19/02/19 11:18,06/12/2018,03:01 PM,06/12/2018,03:01 PM,30.550288,-97.713364
5040117,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,12/06/18 16:42,0,E PALM VALLEY BLVD,78665,13/06/18 02:42,19/02/19 11:18,06/12/2018,04:42 PM,06/12/2018,04:42 PM,30.525189,-97.631132
5040178,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: - Pct # 1,13/06/18 09:45,0,W AUSTIN AVE,78664,14/06/18 08:45,19/02/19 11:18,06/13/2018,09:45 AM,06/13/2018,09:45 AM,30.509919,-97.680773
5040196,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,13/06/18 10:27,0,WESTMEADOW TRL,78665,13/06/18 23:27,19/02/19 11:18,06/13/2018,10:27 AM,06/13/2018,10:27 AM,30.572309,-97.662369
5040237,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,13/06/18 12:27,0,GREENLAWN BLVD,78664,15/06/18 20:27,19/02/19 11:18,06/13/2018,12:27 PM,06/13/2018,12:27 PM,30.469275,-97.663841
5040245,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Tree,13/06/18 12:51,0,N IH 35 FR,78681,18/06/18 01:51,19/02/19 11:18,06/13/2018,12:51 PM,06/13/2018,12:51 PM,30.561995,-97.696927
5040258,101000381,Animal Related,Animal Control,Animal Complaint - Public Health,Animal Complaint - Public Health,13/06/18 13:54,0, , ,18/06/18 09:54,19/02/19 11:18,06/13/2018,01:54 PM,06/13/2018,01:54 PM,30.574041,-97.713131
5040265,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,13/06/18 14:21,0,ALLEY ALY,78664,15/06/18 00:21,19/02/19 11:18,06/13/2018,02:21 PM,06/13/2018,02:21 PM,30.510948,-97.676496
5040275,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 834JWY - Pct # 2,13/06/18 14:27,0,JACKRABBIT RUN,78664,18/06/18 04:27,19/02/19 11:18,06/13/2018,02:27 PM,06/13/2018,02:27 PM,30.506951,-97.611929
5040313,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Tree,13/06/18 16:46,0,MANX DR,78681,17/06/18 17:46,19/02/19 11:18,06/13/2018,04:46 PM,06/13/2018,04:46 PM,30.503389,-97.728272
