CASE#,citycode,caseyear,casenbr,reporteddate,offense,address,ResultCode,ARREST,OFFENSE_CODE,LastUpdateDate,begindate,StartDate,StartTime,EndDate,EndTime,latitude,longitude
3108209,RR,2018,608209,11/12/18 15:52,CONTMP,LOUIS HENNA BLVD,1,Yes,40,19/02/19 12:18,11/12/18 15:50,12/11/2018,03:50 PM,11/12/2018,03:50 PM,30.48858159,-97.64165587
3108223,RR,2018,608223,10/12/18 18:11,CONSME,HOPPE TRL,7,Yes,36,19/02/19 12:18,10/12/18 14:49,12/10/2018,02:49 PM,10/12/2018,02:49 PM,30.53871815,-97.6940164
3108230,RR,2018,608230,12/12/18 01:44,DAR,RM 1431,2,Yes,99,19/02/19 12:18,12/12/18 01:02,12/12/2018,01:02 AM,12/12/2018,01:02 AM,30.55332081,-97.7111978
3108231,RR,2018,608231,12/12/18 01:44,FALSNM,RM 1431,2,Yes,40,19/02/19 12:18,12/12/18 01:02,12/12/2018,01:02 AM,12/12/2018,01:02 AM,30.55332081,-97.7111978
3108279,RR,2018,608279,14/11/18 04:37,NOPROF, ,4,Yes,99,19/02/19 12:18,14/11/18 03:20,11/14/2018,03:20 AM,11/14/2018,03:20 AM,30.44859974,-97.62543577
3108387,RR,2018,608387,02/10/18 15:43,NODL,RM 1431,2,Yes,99,19/02/19 12:18,02/10/18 12:29,10/02/2018,12:29 PM,02/10/2018,12:29 PM,30.55686848,-97.70233244
3108392,RR,2018,608392,02/10/18 19:10,DISCON,CREEK BEND BLVD,4,Yes,38,19/02/19 12:18,02/10/18 18:43,10/02/2018,06:43 PM,02/10/2018,06:43 PM,30.53921025,-97.70953459
3108408,RR,2018,608408,03/10/18 10:38,DAR,CHISHOLM TRAIL RD,2,Yes,99,19/02/19 12:18,02/10/18 12:49,10/02/2018,12:49 PM,02/10/2018,12:49 PM,30.53531163,-97.69553465
3108422,RR,2018,608422,03/10/18 18:02,DAC,RM 1431,4,Yes,99,19/02/19 12:18,03/10/18 17:51,10/03/2018,05:51 PM,03/10/2018,05:51 PM,30.55892079,-97.709588
3108433,RR,2018,608433,03/10/18 19:29,CONSME, ,4,Yes,36,19/02/19 12:18,03/10/18 18:07,10/03/2018,06:07 PM,03/10/2018,06:07 PM,30.55340855,-97.70015806
3108465,RR,2018,608465,03/10/18 21:26,NOINS,BLESSING ST,2,Yes,99,19/02/19 12:18,03/10/18 21:04,10/03/2018,09:04 PM,03/10/2018,09:04 PM,30.48668187,-97.69235319
3108470,RR,2018,608470,03/10/18 21:51,C4,N IH 35 FR,2,Yes,99,19/02/19 12:18,03/10/18 17:39,10/03/2018,05:39 PM,03/10/2018,05:39 PM,30.53922169,-97.69094176
3108572,RR,2018,608572,19/04/18 12:55,SHOPLF,LOUIS HENNA BLVD,4,Yes,7,19/02/19 12:18,18/04/18 19:05,04/18/2018,07:05 PM,04/18/2018,07:05 PM,30.48942845,-97.63932127
3108587,RR,2018,608587,29/04/18 21:54,FLSTPS,MIRASOL DR,2,Yes,99,19/02/19 12:18,29/04/18 19:39,04/29/2018,07:39 PM,04/29/2018,07:39 PM,30.53708165,-97.71757597
3108614,RR,2018,608614,18/04/18 16:10,BEGGAR,LILAC DR,2,Yes,39,19/02/19 12:18,18/04/18 14:58,04/18/2018,02:58 PM,04/18/2018,02:58 PM,30.51988118,-97.67276854
3108624,RR,2018,608624,18/04/18 20:55,ASLT5,HERITAGE SPRINGS TRL,1,No,9,19/02/19 12:18,18/04/18 19:20,04/18/2018,07:20 PM,04/18/2018,07:20 PM,30.5094518,-97.66090483
3108662,RR,2018,608662,19/04/18 02:40,WT,MICHELLE LYNN CV,4,Yes,99,19/02/19 12:18,19/04/18 01:55,04/19/2018,01:55 AM,04/19/2018,01:55 AM,30.53811162,-97.69748778
3108678,RR,2018,608678,27/04/18 02:37,SPEED,BETH LN,2,Yes,99,19/02/19 12:18,26/04/18 22:05,04/26/2018,10:05 PM,04/26/2018,10:05 PM,30.52624028,-97.66456694
3108704,RR,2018,608704,27/04/18 04:17,NARC,E MAIN ST,4,Yes,28,19/02/19 12:18,27/04/18 03:15,04/27/2018,03:15 AM,04/27/2018,03:15 AM,30.5105695,-97.66872496
3108754,RR,2018,608754,28/04/18 22:25,DAC,E OAK DR,1,Yes,99,19/02/19 12:18,28/04/18 00:54,04/28/2018,12:54 AM,04/28/2018,12:54 AM,30.52131169,-97.67334837
3108769,RR,2018,608769,28/04/18 23:18,FALSNM,OXFORD BLVD,4,Yes,40,19/02/19 12:18,28/04/18 22:02,04/28/2018,10:02 PM,04/28/2018,10:02 PM,30.48744862,-97.66469664
3108777,RR,2018,608777,02/05/18 14:39,DAS,BECCA TEAL PL,2,Yes,99,19/02/19 12:18,02/05/18 14:37,05/02/2018,02:37 PM,02/05/2018,02:37 PM,30.53924077,-97.69858641
3108853,RR,2018,608853,27/04/18 07:27,DOMEN,CREEK BEND CIR,1,No,9,19/02/19 12:18,27/04/18 07:00,04/27/2018,07:00 AM,04/27/2018,07:00 AM,30.5258817,-97.71419615
3108863,RR,2018,608863,27/04/18 08:13,AUTOTH,RM 1431,4,No,8,19/02/19 12:18,27/04/18 07:15,04/27/2018,07:15 AM,04/27/2018,07:15 AM,30.55882924,-97.70522398
3108867,RR,2018,608867,27/04/18 08:44,NOPROF,PURPLE SAGE DR,1,Yes,99,19/02/19 12:18,27/04/18 08:32,04/27/2018,08:32 AM,04/27/2018,08:32 AM,30.49215977,-97.68262572
3109112,RR,2018,609112,06/12/18 20:39,NEGLCT,SYLVIA LN,1,No,34,19/02/19 12:18,06/12/18 20:39,12/06/2018,08:39 PM,06/12/2018,08:39 PM,30.52432911,-97.69889158
3109235,RR,2018,609235,03/05/18 13:45,ASLT5,CHISHOLM TRAIL RD,4,No,9,19/02/19 12:18,03/05/18 13:01,05/03/2018,01:01 PM,03/05/2018,01:01 PM,30.53979008,-97.69481749
3109300,RR,2018,609300,24/04/18 18:20,PD,COUNTRY AIRE DR,1,No,99,19/02/19 12:18,24/04/18 17:13,04/24/2018,05:13 PM,04/24/2018,05:13 PM,30.53430836,-97.6718759
3109365,RR,2018,609365,27/04/18 19:00,NOPROF,COLLINGWOOD DR,2,Yes,99,19/02/19 12:18,27/04/18 18:32,04/27/2018,06:32 PM,04/27/2018,06:32 PM,30.5158109,-97.63006682
3109374,RR,2018,609374,28/04/18 23:50,UNSECB,SYCAMORE TRL,4,No,99,19/02/19 12:18,27/04/18 21:19,04/27/2018,09:19 PM,04/27/2018,09:19 PM,30.51130955,-97.6462335
3109384,RR,2018,609384,29/04/18 00:55,DASLT5,DEERFOOT DR,2,Yes,9,19/02/19 12:18,29/04/18 00:07,04/29/2018,12:07 AM,04/29/2018,12:07 AM,30.50813954,-97.67061705
3109473,RR,2018,609473,19/04/18 06:00,NOINS,GREENHILL DR,1,Yes,99,19/02/19 12:18,19/04/18 05:35,04/19/2018,05:35 AM,04/19/2018,05:35 AM,30.53824895,-97.68436522
3109545,RR,2018,609545,24/04/18 19:15,NOPROF,E PALM VALLEY BLVD,1,Yes,99,19/02/19 12:18,22/04/18 11:50,04/22/2018,11:50 AM,04/22/2018,11:50 AM,30.51761906,-97.67324156
3109549,RR,2018,609549,24/04/18 19:26,OBSTRU,RAWHIDE DR,4,Yes,40,19/02/19 12:18,24/04/18 18:00,04/24/2018,06:00 PM,04/24/2018,06:00 PM,30.48937123,-97.68071837
3109585,RR,2018,609585,24/04/18 22:12,TFMV,N A W GRIMES BLVD,1,No,7,19/02/19 12:18,22/04/18 14:00,04/22/2018,02:00 PM,04/22/2018,02:00 PM,30.54622166,-97.65050596
3109608,RR,2018,609608,03/05/18 17:48,LOSTPR,S STONE ST,4,No,99,19/02/19 12:18,22/04/18 17:00,04/22/2018,05:00 PM,04/22/2018,05:00 PM,30.50939076,-97.67379851
3109689,RR,2018,609689,04/05/18 01:09,WT,HESTERS CROSSING RD,2,Yes,99,19/02/19 12:18,04/05/18 00:02,05/04/2018,12:02 AM,04/05/2018,12:02 AM,30.48844044,-97.67963499
3109785,RR,2018,609785,04/05/18 15:16,LIQCHK,HERITAGE CENTER CIR,4,No,99,19/02/19 12:18,03/05/18 21:58,05/03/2018,09:58 PM,03/05/2018,09:58 PM,30.51611989,-97.67832274
3109812,RR,2018,609812,22/04/18 17:45,RCPROP,GREEN MEADOW DR,1,No,99,19/02/19 12:18,22/04/18 17:21,04/22/2018,05:21 PM,04/22/2018,05:21 PM,30.52493184,-97.67019743
3109837,RR,2018,609837,23/04/18 01:00,DAR,RAWHIDE DR,2,Yes,99,19/02/19 12:18,23/04/18 00:08,04/23/2018,12:08 AM,04/23/2018,12:08 AM,30.48844044,-97.68087858
3109852,RR,2018,609852,22/04/18 10:26,BURGD,SERVICE,4,No,6,19/02/19 12:18,19/04/18 09:52,04/19/2018,09:52 AM,04/19/2018,09:52 AM,30.57770054,-97.69527525
3109854,RR,2018,609854,22/04/18 12:26,DAMMV,RM 1431,4,No,15,19/02/19 12:18,20/04/18 21:00,04/20/2018,09:00 PM,04/20/2018,09:00 PM,30.55832188,-97.69890684
3109855,RR,2018,609855,22/04/18 12:55,AUTOTH,CEDAR BEND DR,4,No,8,19/02/19 12:18,21/04/18 12:30,04/21/2018,12:30 PM,04/21/2018,12:30 PM,30.52651875,-97.7056436
3109864,RR,2018,609864,29/04/18 11:53,OPBOTT,BUCKSKIN DR,4,Yes,99,19/02/19 12:18,29/04/18 11:28,04/29/2018,11:28 AM,04/29/2018,11:28 AM,30.49597066,-97.68545622
3109903,RR,2018,609903,29/04/18 13:20,TRUANT,E PALM VALLEY BLVD,2,Yes,99,19/02/19 12:18,26/04/18 09:26,04/26/2018,09:26 AM,04/26/2018,09:26 AM,30.51888173,-97.67360777
3109913,RR,2018,609913,04/05/18 17:17,OPBOTT,WALLEYE WAY,2,Yes,99,19/02/19 12:18,04/05/18 17:15,05/04/2018,05:15 PM,04/05/2018,05:15 PM,30.54862111,-97.6660623
3109931,RR,2018,609931,04/05/18 20:00,HRUNAT,HESTERS CROSSING RD,2,No,99,19/02/19 12:18,04/05/18 18:45,05/04/2018,06:45 PM,04/05/2018,06:45 PM,30.48667042,-97.68265623
3109935,RR,2018,609935,04/05/18 20:23,DAS,HIDDEN GLEN DR,2,Yes,99,19/02/19 12:18,04/05/18 18:43,05/04/2018,06:43 PM,04/05/2018,06:43 PM,30.54603093,-97.69855589
3109951,RR,2018,609951,04/05/18 21:10,TRSPAS,E PALM VALLEY BLVD,4,Yes,40,19/02/19 12:18,04/05/18 19:36,05/04/2018,07:36 PM,04/05/2018,07:36 PM,30.51788991,-97.65849394
3109994,RR,2018,609994,05/05/18 01:53,DWI, ,7,Yes,35,19/02/19 12:18,05/05/18 01:29,05/05/2018,01:29 AM,05/05/2018,01:29 AM,30.47368138,-97.71326536
3110073,RR,2018,610073,25/04/18 08:35,BURGD,JOE DIMAGGIO BLVD,1,No,6,19/02/19 12:18,25/04/18 02:00,04/25/2018,02:00 AM,04/25/2018,02:00 AM,30.5233907,-97.64294523
3110074,RR,2018,610074,27/04/18 21:10,FLEE,N MAYS ST,2,Yes,40,19/02/19 12:18,27/04/18 19:22,04/27/2018,07:22 PM,04/27/2018,07:22 PM,30.53922169,-97.68789763
3110087,RR,2018,610087,27/04/18 21:30,ASLT3,HAWTHORN LN,2,No,5,19/02/19 12:18,27/04/18 20:30,04/27/2018,08:30 PM,04/27/2018,08:30 PM,30.50641148,-97.65021605
3110127,RR,2018,610127,27/04/18 23:53,CURFEW,WOODGREEN DR,4,Yes,42,19/02/19 12:18,27/04/18 23:19,04/27/2018,11:19 PM,04/27/2018,11:19 PM,30.48908894,-97.70033354
3110199,RR,2018,610199,05/05/18 18:00,ASLT5,E MESSICK LOOP,4,No,9,19/02/19 12:18,04/05/18 22:00,05/04/2018,10:00 PM,04/05/2018,10:00 PM,30.48866932,-97.70162291
3110247,RR,2018,610247,24/04/18 22:40,DAMPRP,N IH 35 FR,4,No,15,19/02/19 12:18,24/04/18 22:25,04/24/2018,10:25 PM,04/24/2018,10:25 PM,30.5559911,-97.69186491
3110281,RR,2018,610281,23/07/18 02:45,DASLT5,CREEK BEND BLVD,4,Yes,9,19/02/19 12:18,23/07/18 00:20,07/23/2018,12:20 AM,07/23/2018,12:20 AM,30.53776829,-97.7128076
3110352,RR,2018,610352,22/07/18 14:30,WT,E PALM VALLEY BLVD,4,Yes,99,19/02/19 12:18,22/07/18 13:03,07/22/2018,01:03 PM,07/22/2018,01:03 PM,30.5180692,-97.67848295
3110392,RR,2018,610392,30/07/18 15:55,RXFRD,MCNEIL RD,4,No,11,19/02/19 12:18,30/07/18 13:21,07/30/2018,01:21 PM,07/30/2018,01:21 PM,30.50501912,-97.68039793
3110441,RR,2018,610441,27/11/18 20:48,DAR,AVERY-NELSON PKWY,1,Yes,99,19/02/19 12:18,27/11/18 20:34,11/27/2018,08:34 PM,11/27/2018,08:34 PM,30.55491154,-97.65207762
3110519,RR,2018,610519,25/07/18 00:33,WEAP,LONGHORN TRL,2,Yes,16,19/02/19 12:18,24/07/18 23:41,07/24/2018,11:41 PM,07/24/2018,11:41 PM,30.55324071,-97.67469877
3110552,RR,2018,610552,31/07/18 23:55,CURFEW,AVERY-NELSON PKWY,2,Yes,42,19/02/19 12:18,31/07/18 23:14,07/31/2018,11:14 PM,07/31/2018,11:14 PM,30.55684941,-97.65029234
3110570,RR,2018,610570,01/08/18 14:19,THEFT,TIGER TRL,1,No,7,19/02/19 12:18,31/07/18 22:00,07/31/2018,10:00 PM,07/31/2018,10:00 PM,30.531619,-97.65977568
3110855,RR,2018,610855,25/07/18 06:00,CURFEW,WOOD GLEN DR,4,Yes,42,19/02/19 12:18,25/07/18 04:21,07/25/2018,04:21 AM,07/25/2018,04:21 AM,30.53328984,-97.70955748
3110859,RR,2018,610859,25/07/18 07:15,DISCON,N IH 35 FWY,4,Yes,38,19/02/19 12:18,24/07/18 21:13,07/24/2018,09:13 PM,07/24/2018,09:13 PM,30.51893895,-97.68804259
3110892,RR,2018,610892,23/07/18 22:40,SHOPLF, ,4,Yes,7,19/02/19 12:18,23/07/18 21:46,07/23/2018,09:46 PM,07/23/2018,09:46 PM,30.43506138,-97.67983336
3110944,RR,2018,610944,26/07/18 10:34,MVTAM,CHISHOLM TRAIL RD,2,Yes,15,19/02/19 12:18,26/07/18 09:43,07/26/2018,09:43 AM,07/26/2018,09:43 AM,30.54783146,-97.69600767
3110985,RR,2018,610985,26/07/18 15:23,DAS,SERVICE,2,Yes,99,19/02/19 12:18,26/07/18 15:00,07/26/2018,03:00 PM,07/26/2018,03:00 PM,30.57160084,-97.69617552
3111039,RR,2018,611039,28/07/18 14:00,DAMMV,GLENN DR,4,No,15,19/02/19 12:18,27/07/18 21:00,07/27/2018,09:00 PM,07/27/2018,09:00 PM,30.476489,-97.6506967
3111053,RR,2018,611053,28/07/18 14:31,DAMMV,N A W GRIMES BLVD,1,No,15,19/02/19 12:18,27/07/18 20:00,07/27/2018,08:00 PM,07/27/2018,08:00 PM,30.54881184,-97.64502806
3111110,RR,2018,611110,31/01/18 17:28,NEGLCT,WEST END PL,4,No,34,19/02/19 12:18,31/01/18 17:28,01/31/2018,05:28 PM,01/31/2018,05:28 PM,30.54204075,-97.70614714
3111130,RR,2018,611130,28/07/18 02:56,ROBPAG,LILAC DR,2,Yes,4,19/02/19 12:18,28/07/18 02:14,07/28/2018,02:14 AM,07/28/2018,02:14 AM,30.51988118,-97.67276854
3111173,RR,2018,611173,28/07/18 11:40,TFMV,W LOGAN ST,4,No,7,19/02/19 12:18,28/07/18 08:30,07/28/2018,08:30 AM,07/28/2018,08:30 AM,30.50220006,-97.67886442
3111206,RR,2018,611206,29/07/18 12:39,BIKETF,E PALM VALLEY BLVD,4,No,7,19/02/19 12:18,28/07/18 00:19,07/28/2018,12:19 AM,07/28/2018,12:19 AM,30.51930134,-97.67679686
3111307,RR,2018,611307,31/07/18 16:49,NARC,PLANTATION DR,4,Yes,28,19/02/19 12:18,31/07/18 15:52,07/31/2018,03:52 PM,07/31/2018,03:52 PM,30.53077977,-97.70652861
3111312,RR,2018,611312,14/07/18 23:30,DAS, ,4,Yes,99,19/02/19 12:18,14/07/18 23:00,07/14/2018,11:00 PM,07/14/2018,11:00 PM,30.58233159,-97.69018645
3111320,RR,2018,611320,30/07/18 11:56,WT, ,4,No,99,19/02/19 12:18,29/07/18 10:00,07/29/2018,10:00 AM,07/29/2018,10:00 AM,30.57319157,-97.70983214
3111339,RR,2018,611339,30/07/18 16:15,MISC,LOUIS HENNA BLVD,2,No,99,19/02/19 12:18,30/07/18 16:15,07/30/2018,04:15 PM,07/30/2018,04:15 PM,30.48845189,-97.63723845
3111347,RR,2018,611347,01/08/18 21:24,TLE,N A W GRIMES BLVD,2,Yes,99,19/02/19 12:18,01/08/18 20:45,08/01/2018,08:45 PM,01/08/2018,08:45 PM,30.52382176,-97.65654844
3111408,RR,2018,611408,01/08/18 17:17,WT,OAKVIEW DR,1,Yes,99,19/02/19 12:18,01/08/18 16:16,08/01/2018,04:16 PM,01/08/2018,04:16 PM,30.52976887,-97.70472807
3111425,RR,2018,611425,03/08/18 00:35,PUBURN,E PALM VALLEY BLVD,8,Yes,99,19/02/19 12:18,03/08/18 00:19,08/03/2018,12:19 AM,03/08/2018,12:19 AM,30.51721089,-97.68069548
3111629,RR,2018,611629,22/12/18 00:55,DAR,GREENHILL DR,2,Yes,99,19/02/19 12:18,22/12/18 00:43,12/22/2018,12:43 AM,12/22/2018,12:43 AM,30.53919118,-97.68480772
3111661,RR,2018,611661,22/09/18 11:14,PRKPRP,COUNTRY AIRE DR,1,No,15,19/02/19 12:18,21/09/18 00:01,09/21/2018,12:01 AM,09/21/2018,12:01 AM,30.53314107,-97.67647642
3111802,RR,2018,611802,15/01/18 03:51,DWI,W LOUIS HENNA BLVD,2,Yes,35,19/02/19 12:18,15/01/18 03:00,01/15/2018,03:00 AM,01/15/2018,03:00 AM,30.47962849,-97.67829222
3111871,RR,2018,611871,16/01/18 17:20,NODL,N IH 35 FR,8,Yes,99,19/02/19 12:18,16/01/18 16:20,01/16/2018,04:20 PM,01/16/2018,04:20 PM,30.50781148,-97.68481535
3111927,RR,2018,611927,16/01/18 23:39,TLE,S A W GRIMES BLVD,2,Yes,99,19/02/19 12:18,16/01/18 21:41,01/16/2018,09:41 PM,01/16/2018,09:41 PM,30.48845189,-97.65036864
3112015,RR,2018,612015,17/01/18 13:13,DAS,HESTERS CROSSING RD,2,Yes,99,19/02/19 12:18,17/01/18 12:11,01/17/2018,12:11 PM,01/17/2018,12:11 PM,30.48844044,-97.67963499
3112039,RR,2018,612039,05/12/18 02:14,AUTOTH,TASSEY ST,4,No,8,19/02/19 12:18,04/12/18 09:00,12/04/2018,09:00 AM,04/12/2018,09:00 AM,30.50438969,-97.67605681
3112041,RR,2018,612041,11/12/18 21:47,SHOPLF,HARRELL PKWY,1,Yes,7,19/02/19 12:18,11/12/18 19:00,12/11/2018,07:00 PM,11/12/2018,07:00 PM,30.54447072,-97.63108153
3112062,RR,2018,612062,15/12/18 03:14,NODL,CR 172,2,Yes,99,19/02/19 12:18,15/12/18 02:56,12/15/2018,02:56 AM,12/15/2018,02:56 AM,30.47415822,-97.69636625
3112063,RR,2018,612063,11/12/18 23:08,DAS,HENLEY DR,2,Yes,99,19/02/19 12:18,11/12/18 22:50,12/11/2018,10:50 PM,11/12/2018,10:50 PM,30.53983967,-97.70612425
3112081,RR,2018,612081,15/12/18 03:20,HRPD,WEST END PL,4,No,99,19/02/19 12:18,15/12/18 02:25,12/15/2018,02:25 AM,12/15/2018,02:25 AM,30.54548924,-97.71412749
3112128,RR,2018,612128,16/12/18 22:00,DAMMV, ,4,No,15,19/02/19 12:18,16/12/18 19:50,12/16/2018,07:50 PM,12/16/2018,07:50 PM,30.57226842,-97.70635313
3112265,RR,2018,612265,30/12/18 00:10,MTC,E PALM VALLEY BLVD,1,No,38,19/02/19 12:18,30/12/18 00:10,12/30/2018,12:10 AM,12/30/2018,12:10 AM,30.51978963,-97.67584318
3112272,RR,2018,612272,21/12/18 13:30,SHOPLF,WYOMING SPRINGS DR,4,Yes,7,19/02/19 12:18,21/12/18 13:02,12/21/2018,01:02 PM,12/21/2018,01:02 PM,30.54659932,-97.71430296
3112284,RR,2018,612284,22/12/18 03:21,OBSTRU, ,2,Yes,40,19/02/19 12:18,22/12/18 03:04,12/22/2018,03:04 AM,12/22/2018,03:04 AM,30.55150883,-97.70991606
3112295,RR,2018,612295,22/12/18 09:52,TLE,SAGEBRUSH DR,2,Yes,99,19/02/19 12:18,22/12/18 09:05,12/22/2018,09:05 AM,12/22/2018,09:05 AM,30.49560826,-97.68082518
3112325,RR,2018,612325,21/11/18 08:57,AUTOTH, ,4,No,8,19/02/19 12:18,20/11/18 17:00,11/20/2018,05:00 PM,11/20/2018,05:00 PM,30.474101,-97.61406798
3112382,RR,2018,612382,23/12/18 22:45,THREAT,CEDAR BEND DR,4,No,9,19/02/19 12:18,23/12/18 18:03,12/23/2018,06:03 PM,12/23/2018,06:03 PM,30.52817814,-97.70537657
3112413,RR,2018,612413,25/12/18 02:15,MISC,LARCHWOOD CV,4,No,99,19/02/19 12:18,25/12/18 01:02,12/25/2018,01:02 AM,12/25/2018,01:02 AM,30.52096074,-97.69982237
3112418,RR,2018,612418,26/12/18 12:50,NOPROF,FOLSOM CV,2,Yes,99,19/02/19 12:18,26/12/18 12:39,12/26/2018,12:39 PM,12/26/2018,12:39 PM,30.54605,-97.70102781
3112432,RR,2018,612432,20/12/18 14:53,DASLT5,DESERT CANDLE DR,4,No,9,19/02/19 12:18,20/12/18 13:00,12/20/2018,01:00 PM,12/20/2018,01:00 PM,30.54294865,-97.71592802
3112457,RR,2018,612457,30/03/18 22:20,TLE,E LOGAN ST,2,Yes,99,19/02/19 12:18,30/03/18 21:19,03/30/2018,09:19 PM,03/30/2018,09:19 PM,30.50276845,-97.67062468
3112465,RR,2018,612465,26/12/18 19:30,MTC,WILLOW WAY,1,No,38,19/02/19 12:18,26/12/18 19:30,12/26/2018,07:30 PM,12/26/2018,07:30 PM,30.50907033,-97.65390867
3112512,RR,2018,612512,31/12/18 22:29,DAS,N IH 35 FR,2,Yes,99,19/02/19 12:18,31/12/18 22:13,12/31/2018,10:13 PM,12/31/2018,10:13 PM,30.55319874,-97.69097227
3112543,RR,2018,612543,28/12/18 16:22,NODL, ,8,Yes,99,19/02/19 12:18,28/12/18 15:49,12/28/2018,03:49 PM,12/28/2018,03:49 PM,30.45598118,-97.62752623
3112608,RR,2018,612608,13/02/18 09:45,LOSTPR,HERITAGE CENTER CIR,2,No,99,19/02/19 12:18,10/02/18 08:00,02/10/2018,08:00 AM,10/02/2018,08:00 AM,30.51600163,-97.67601866
3112794,RR,2018,612794,13/02/18 23:40,PD,OAKMONT DR,7,Yes,99,19/02/19 12:18,13/02/18 20:24,02/13/2018,08:24 PM,02/13/2018,08:24 PM,30.56402867,-97.6875543
3112871,RR,2018,612871,14/02/18 10:39,THEFT,BECCA TEAL PL,4,No,7,19/02/19 12:18,13/02/18 22:00,02/13/2018,10:00 PM,02/13/2018,10:00 PM,30.53599064,-97.70050139
3112893,RR,2018,612893,14/02/18 11:50,BURGD, ,4,No,6,19/02/19 12:18,13/02/18 23:55,02/13/2018,11:55 PM,02/13/2018,11:55 PM,30.45812886,-97.70009703
3112913,RR,2018,612913,14/02/18 12:57,TRSPAS,PARKER DR,4,Yes,40,19/02/19 12:18,13/02/18 16:53,02/13/2018,04:53 PM,02/13/2018,04:53 PM,30.47766011,-97.67671293
3112919,RR,2018,612919,14/02/18 13:28,NOPROF,HERITAGE SPRINGS TRL,2,Yes,99,19/02/19 12:18,14/02/18 13:16,02/14/2018,01:16 PM,02/14/2018,01:16 PM,30.5065717,-97.66114134
3112950,RR,2018,612950,14/02/18 15:02,RCPROP,KIMBROOK DR,4,No,99,19/02/19 12:18,14/02/18 12:50,02/14/2018,12:50 PM,02/14/2018,12:50 PM,30.53472035,-97.70776457
3113075,RR,2018,613075,15/02/18 07:30,DAMPRP,CR 172,4,No,15,19/02/19 12:18,15/02/18 04:30,02/15/2018,04:30 AM,02/15/2018,04:30 AM,30.47751134,-97.69390196
3113084,RR,2018,613084,15/02/18 09:10,ACFIRE,AVERY-NELSON PKWY,1,No,99,19/02/19 12:18,11/02/18 13:12,02/11/2018,01:12 PM,11/02/2018,01:12 PM,30.55517857,-97.65302366
3113121,RR,2018,613121,15/02/18 12:12,NODL,BUCKBOARD BLVD,1,Yes,99,19/02/19 12:18,15/02/18 11:40,02/15/2018,11:40 AM,02/15/2018,11:40 AM,30.49381917,-97.6797418
3113153,RR,2018,613153,15/02/18 14:15,RXFRD,GREENLAWN BLVD,4,No,11,19/02/19 12:18,14/02/18 07:00,02/14/2018,07:00 AM,02/14/2018,07:00 AM,30.50852101,-97.66186613
3113228,RR,2018,613228,15/02/18 18:00,WT,DELL WAY,2,Yes,99,19/02/19 12:18,15/02/18 17:30,02/15/2018,05:30 PM,02/15/2018,05:30 PM,30.48480122,-97.66558165
3113239,RR,2018,613239,15/02/18 18:35,LIQCHK,ABBEY RD,4,No,99,19/02/19 12:18,15/02/18 15:49,02/15/2018,03:49 PM,02/15/2018,03:49 PM,30.49577992,-97.69141478
3113266,RR,2018,613266,03/08/18 02:00,NARC,DIXIE LN,2,Yes,28,19/02/19 12:18,03/08/18 01:00,08/03/2018,01:00 AM,03/08/2018,01:00 AM,30.488429,-97.67198271
3113285,RR,2018,613285,05/08/18 17:28,DAR,CHISHOLM TRAIL RD,4,Yes,99,19/02/19 12:18,05/08/18 17:20,08/05/2018,05:20 PM,05/08/2018,05:20 PM,30.54650014,-97.69437498
3113300,RR,2018,613300,05/08/18 07:30,DAS,BECCA TEAL PL,2,Yes,99,19/02/19 12:18,05/08/18 07:11,08/05/2018,07:11 AM,05/08/2018,07:11 AM,30.53880971,-97.70013518
3113323,RR,2018,613323,04/08/18 20:46,MISC,COOPER WAY,2,No,99,19/02/19 12:18,04/08/18 20:46,08/04/2018,08:46 PM,04/08/2018,08:46 PM,30.48844044,-97.69104857
3113362,RR,2018,613362,29/07/18 10:36,THEFT,DELL WAY,4,No,7,19/02/19 12:18,15/05/18 08:00,05/15/2018,08:00 AM,05/15/2018,08:00 AM,30.48647969,-97.66857237
3113374,RR,2018,613374,01/08/18 21:56,XSOUND,PALOMA DR,1,Yes,38,19/02/19 12:18,01/08/18 18:15,08/01/2018,06:15 PM,01/08/2018,06:15 PM,30.54265874,-97.69075865
3113399,RR,2018,613399,05/08/18 20:19,NOINS,S KENNEY FORT BLVD,2,Yes,99,19/02/19 12:18,05/08/18 18:10,08/05/2018,06:10 PM,05/08/2018,06:10 PM,30.49026005,-97.63002867
3113432,RR,2018,613432,21/07/18 10:55,TFMV,HARRELL PKWY,1,No,7,19/02/19 12:18,20/07/18 20:00,07/20/2018,08:00 PM,07/20/2018,08:00 PM,30.52815907,-97.63480467
3113439,RR,2018,613439,31/07/18 17:47,BURGD,ROCKRIDGE ST,4,No,6,19/02/19 12:18,22/07/18 00:00,07/22/2018,12:00 AM,07/22/2018,12:00 AM,30.5008611,-97.71041197
3113522,RR,2018,613522,07/08/18 14:38,HRPD,RM 1431,4,Yes,99,19/02/19 12:18,07/08/18 14:03,08/07/2018,02:03 PM,07/08/2018,02:03 PM,30.55382054,-97.71211333
3113529,RR,2018,613529,07/08/18 15:05,OPBOTT,N IH 35 FR,4,Yes,99,19/02/19 12:18,07/08/18 13:55,08/07/2018,01:55 PM,07/08/2018,01:55 PM,30.50836842,-97.68752379
