master_incident_number,response_date,StartDate,EndDate,problem,call_disposition,priority_number,LastUpdateDate,latitude,longitude
1184174,13/02/18 14:31,Feb 13 2018  2:31PM,Feb 13 2018  2:31PM,Property Damage/Hit & Run,RPT-Report,2,19/02/19 12:14,30.507239,-97.690942
1220054,07/03/18 13:51,Mar  7 2018  1:51PM,Mar  7 2018  1:51PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.507247,-97.670614
1007151,09/06/18 03:34,Jun  9 2018  3:34AM,Jun  9 2018  3:34AM,Assault in Progress,FTC-Fail to Clear,1,19/02/19 12:14,30.507248,-97.667566
1625945,21/09/18 21:57,Sep 21 2018  9:57PM,Sep 21 2018  9:57PM,Attempted Suicide,AST-Assist,1,19/02/19 12:14,30.507248,-97.667566
1632325,20/09/18 14:35,Sep 20 2018  2:35PM,Sep 20 2018  2:35PM,Personal Inj Acc-Report,RPT-Report,2,19/02/19 12:14,30.50725,-97.643044
1184012,13/02/18 08:06,Feb 13 2018  8:06AM,Feb 13 2018  8:06AM,Suspicious Person,,2,19/02/19 12:14,30.507302,-97.680733
1159982,15/09/18 12:26,Sep 15 2018 12:26PM,Sep 15 2018 12:26PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.50735,-97.679565
1569791,07/07/18 16:01,Jul  7 2018  4:01PM,Jul  7 2018  4:01PM,Miscellaneous,AOK- All OK,3,19/02/19 12:14,30.50743,-97.681525
1618009,30/08/18 14:06,Aug 30 2018  2:06PM,Aug 30 2018  2:06PM,Suspicious Vehicle,ADV-Advised,2,19/02/19 12:14,30.50744,-97.706215
1737570,28/04/18 22:25,Apr 28 2018 10:25PM,Apr 28 2018 10:25PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.50745,-97.668015
1119250,12/11/18 22:37,Nov 12 2018 10:37PM,Nov 12 2018 10:37PM,Burglary Dwlng In Progress,AST-Assist,1,19/02/19 12:14,30.507452,-97.697293
1288914,23/03/18 21:17,Mar 23 2018  9:17PM,Mar 23 2018  9:17PM,Miscellaneous,AST-Assist,3,19/02/19 12:14,30.507472,-97.650216
1772426,11/01/18 00:51,Jan 11 2018 12:51AM,Jan 11 2018 12:51AM,Check the Welfare,TRN-Transport,2,19/02/19 12:14,30.507484,-97.650217
1684179,19/04/18 19:56,Apr 19 2018  7:56PM,Apr 19 2018  7:56PM,Neighbor Trouble,ADV-Advised,2,19/02/19 12:14,30.50755,-97.648651
1017144,13/06/18 00:07,Jun 13 2018 12:07AM,Jun 13 2018 12:07AM,Unwanted Person,GOA-Gone on Arrival,2,19/02/19 12:14,30.507577,-97.682284
1253838,25/09/18 16:46,Sep 25 2018  4:46PM,Sep 25 2018  4:46PM,Disturbance,BKG-Booking,2,19/02/19 12:14,30.507587,-97.650218
1352115,16/10/18 14:04,Oct 16 2018  2:04PM,Oct 16 2018  2:04PM,Suspicious Person,AST-Assist,2,19/02/19 12:14,30.507587,-97.650218
1661568,19/11/18 00:09,Nov 19 2018 12:09AM,Nov 19 2018 12:09AM,Walk Through a Building,AOK- All OK,2,19/02/19 12:14,30.507587,-97.650218
1813328,19/05/18 22:29,May 19 2018 10:29PM,May 19 2018 10:29PM,Unknown Trouble,ADV-Advised,1,19/02/19 12:14,30.507631,-97.688329
1063036,05/05/18 01:23,May  5 2018  1:23AM,May  5 2018  1:23AM,Music-Loud,ADV-Advised,3,19/02/19 12:14,30.50764,-97.683794
1503339,21/06/18 02:04,Jun 21 2018  2:04AM,Jun 21 2018  2:04AM,Miscellaneous,SEC- Secured,3,19/02/19 12:14,30.507651,-97.696029
1723441,23/02/18 21:05,Feb 23 2018  9:05PM,Feb 23 2018  9:05PM,Audible Residential Alarm,AST-Assist,1,19/02/19 12:14,30.507668,-97.688455
1221637,16/03/18 21:23,Mar 16 2018  9:23PM,Mar 16 2018  9:23PM,Walk Through a Building,AOK- All OK,2,19/02/19 12:14,30.507712,-97.65022
1415181,16/12/18 04:23,Dec 16 2018  4:23AM,Dec 16 2018  4:23AM,Loud Party,AST-Assist,3,19/02/19 12:14,30.507728,-97.647031
1674979,26/11/18 08:34,Nov 26 2018  8:34AM,Nov 26 2018  8:34AM,Burglary Dwlng In Progress,RPT-Report,1,19/02/19 12:14,30.507796,-97.682284
1346384,16/10/18 20:23,Oct 16 2018  8:23PM,Oct 16 2018  8:23PM,Unwanted Person,SNT-Sent,2,19/02/19 12:14,30.507803,-97.68393
1625111,26/04/18 17:25,Apr 26 2018  5:25PM,Apr 26 2018  5:25PM,Music-Loud,ADV-Advised,3,19/02/19 12:14,30.507803,-97.68393
1429441,26/01/18 17:08,Jan 26 2018  5:08PM,Jan 26 2018  5:08PM,Notification,NOS-No Service,3,19/02/19 12:14,30.507804,-97.684045
1164364,07/12/18 17:57,Dec  7 2018  5:57PM,Dec  7 2018  5:57PM,Property Damage Accident,ADV-Advised,2,19/02/19 12:14,30.507815,-97.650221
1301820,24/01/18 23:29,Jan 24 2018 11:29PM,Jan 24 2018 11:29PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.507815,-97.650221
1772041,02/01/18 14:35,Jan  2 2018  2:35PM,Jan  2 2018  2:35PM,Assist Fire Personnel,AST-Assist,1,19/02/19 12:14,30.507815,-97.650221
1647135,10/10/18 13:57,Oct 10 2018  1:57PM,Oct 10 2018  1:57PM,Unwanted Person,SNT-Sent,2,19/02/19 12:14,30.507816,-97.650029
1558270,27/03/18 18:31,Mar 27 2018  6:31PM,Mar 27 2018  6:31PM,Transportation,,3,19/02/19 12:14,30.507839,-97.642536
1795745,01/05/18 21:00,May  1 2018  9:00PM,May  1 2018  9:00PM,Personal Inj/Hit and Run,RPT-Report,1,19/02/19 12:14,30.507839,-97.642536
1057119,19/06/18 01:49,Jun 19 2018  1:49AM,Jun 19 2018  1:49AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.50785,-97.650535
1183086,07/08/18 11:04,Aug  7 2018 11:04AM,Aug  7 2018 11:04AM,Emotionally Disturb Person,ADV-Advised,1,19/02/19 12:14,30.507858,-97.660177
1032379,26/04/18 22:07,Apr 26 2018 10:07PM,Apr 26 2018 10:07PM,Suspicious Person,ADV-Advised,2,19/02/19 12:14,30.50787,-97.650475
1814882,21/05/18 09:06,May 21 2018  9:06AM,May 21 2018  9:06AM,Fight,RPT-Report,1,19/02/19 12:14,30.507879,-97.661141
1137738,27/08/18 20:39,Aug 27 2018  8:39PM,Aug 27 2018  8:39PM,Suspicious Person,GOA-Gone on Arrival,2,19/02/19 12:14,30.507914,-97.628634
1317623,27/04/18 07:05,Apr 27 2018  7:05AM,Apr 27 2018  7:05AM,Unwanted Person,SNT-Sent,2,19/02/19 12:14,30.507978,-97.620673
1144284,03/11/18 18:59,Nov  3 2018  6:59PM,Nov  3 2018  6:59PM,Dead Person,RPT-Report,1,19/02/19 12:14,30.507998,-97.66263
1208341,30/07/18 20:59,Jul 30 2018  8:59PM,Jul 30 2018  8:59PM,Domestic,RPT-Report,2,19/02/19 12:14,30.508002,-97.668058
1228561,29/03/18 22:45,Mar 29 2018 10:45PM,Mar 29 2018 10:45PM,Disturbance,NOS-No Service,2,19/02/19 12:14,30.508004,-97.660255
1649307,14/12/18 00:25,Dec 14 2018 12:25AM,Dec 14 2018 12:25AM,Unwanted Person,GOA-Gone on Arrival,2,19/02/19 12:14,30.508004,-97.660255
1446541,02/04/18 20:52,Apr  2 2018  8:52PM,Apr  2 2018  8:52PM,Unknown Trouble,AOK- All OK,1,19/02/19 12:14,30.508038,-97.665505
1352214,16/10/18 16:32,Oct 16 2018  4:32PM,Oct 16 2018  4:32PM,Domestic,ADV-Advised,2,19/02/19 12:14,30.508055,-97.661141
1801855,31/05/18 08:08,May 31 2018  8:08AM,May 31 2018  8:08AM,Theft - Report Only,RPT-Report,3,19/02/19 12:14,30.508067,-97.66087
1658334,16/11/18 21:05,Nov 16 2018  9:05PM,Nov 16 2018  9:05PM,Disturbance,SNT-Sent,2,19/02/19 12:14,30.508084,-97.668058
1057702,19/06/18 22:32,Jun 19 2018 10:32PM,Jun 19 2018 10:32PM,Suspicious Person,BKG-Booking,2,19/02/19 12:14,30.508108,-97.665505
1428525,24/01/18 13:38,Jan 24 2018  1:38PM,Jan 24 2018  1:38PM,Assist EMS Personnel,,1,19/02/19 12:14,30.508108,-97.665505
1026516,18/06/18 11:22,Jun 18 2018 11:22AM,Jun 18 2018 11:22AM,Property Damage Accident,RPT-Report,2,19/02/19 12:14,30.508137,-97.670482
1473954,03/05/18 08:46,May  3 2018  8:46AM,May  3 2018  8:46AM,Personal Injury Accident,RPT-Report,1,19/02/19 12:14,30.508138,-97.668058
1821861,01/06/18 14:25,Jun  1 2018  2:25PM,Jun  1 2018  2:25PM,Down Outside-One,CNL-Cancel,1,19/02/19 12:14,30.508143,-97.680776
1418769,25/12/18 21:13,Dec 25 2018  9:13PM,Dec 25 2018  9:13PM,Parking Problem,TAG-Tagged,3,19/02/19 12:14,30.50819,-97.687595
1796031,02/05/18 01:27,May  2 2018  1:27AM,May  2 2018  1:27AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.50825,-97.662665
1540437,13/10/18 21:11,Oct 13 2018  9:11PM,Oct 13 2018  9:11PM,Audible Residential Alarm,FAL-False,1,19/02/19 12:14,30.508291,-97.701827
1405404,03/03/18 11:39,Mar  3 2018 11:39AM,Mar  3 2018 11:39AM,Personal Injury Accident,RPT-Report,1,19/02/19 12:14,30.508381,-97.690686
1499409,23/08/18 22:45,Aug 23 2018 10:45PM,Aug 23 2018 10:45PM,Theft,TRN-Transport,1,19/02/19 12:14,30.508413,-97.680733
1160300,16/09/18 19:39,Sep 16 2018  7:39PM,Sep 16 2018  7:39PM,Walk Through a Building,AOK- All OK,2,19/02/19 12:14,30.508413,-97.652677
1675684,28/11/18 19:05,Nov 28 2018  7:05PM,Nov 28 2018  7:05PM,Walk Through a Building,AOK- All OK,2,19/02/19 12:14,30.508413,-97.652677
1541129,19/09/18 18:16,Sep 19 2018  6:16PM,Sep 19 2018  6:16PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.50854,-97.689004
1016167,12/06/18 17:14,Jun 12 2018  5:14PM,Jun 12 2018  5:14PM,Suspicious Vehicle,AOK- All OK,2,19/02/19 12:14,30.508543,-97.652253
1217151,02/03/18 14:24,Mar  2 2018  2:24PM,Mar  2 2018  2:24PM,Check the Welfare,GOA-Gone on Arrival,2,19/02/19 12:14,30.508543,-97.652253
1430206,28/01/18 12:51,Jan 28 2018 12:51PM,Jan 28 2018 12:51PM,Burglary Dwlng - Report,RPT-Report,2,19/02/19 12:14,30.508543,-97.652253
1421015,01/01/18 18:02,Jan  1 2018  6:02PM,Jan  1 2018  6:02PM,Domestic,SNT-Sent,2,19/02/19 12:14,30.508544,-97.683793
1257071,06/09/18 18:29,Sep  6 2018  6:29PM,Sep  6 2018  6:29PM,Property Damage Accident,AST-Assist,2,19/02/19 12:14,30.508593,-97.611977
1562877,07/07/18 00:39,Jul  7 2018 12:39AM,Jul  7 2018 12:39AM,Walk Through a Building,AOK- All OK,2,19/02/19 12:14,30.508643,-97.621484
1128037,10/01/18 00:42,Jan 10 2018 12:42AM,Jan 10 2018 12:42AM,Sound of Shots Fired,UNF-Unfounded,1,19/02/19 12:14,30.508688,-97.652593
1074559,16/05/18 18:46,May 16 2018  6:46PM,May 16 2018  6:46PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.50873,-97.650185
1154919,21/11/18 16:35,Nov 21 2018  4:35PM,Nov 21 2018  4:35PM,Suspicious Person,GOA-Gone on Arrival,2,19/02/19 12:14,30.508788,-97.684814
1555459,05/07/18 07:14,Jul  5 2018  7:14AM,Jul  5 2018  7:14AM,Miscellaneous,,3,19/02/19 12:14,30.508824,-97.680769
1529701,01/07/18 17:57,Jul  1 2018  5:57PM,Jul  1 2018  5:57PM,Attempt Pick-Up,BKG-Booking,2,19/02/19 12:14,30.508826,-97.647028
1274163,10/11/18 22:58,Nov 10 2018 10:58PM,Nov 10 2018 10:58PM,Emotionally Disturb Person,AST-Assist,1,19/02/19 12:14,30.508865,-97.681171
1313367,31/03/18 00:39,Mar 31 2018 12:39AM,Mar 31 2018 12:39AM,Lost Child,RPT-Report,2,19/02/19 12:14,30.508865,-97.62184
1480369,15/05/18 09:23,May 15 2018  9:23AM,May 15 2018  9:23AM,Property Damage/Hit & Run,RPT-Report,2,19/02/19 12:14,30.508874,-97.668055
1359439,03/10/18 18:19,Oct  3 2018  6:19PM,Oct  3 2018  6:19PM,Domestic,ADV-Advised,2,19/02/19 12:14,30.508928,-97.659316
1621029,01/09/18 18:25,Sep  1 2018  6:25PM,Sep  1 2018  6:25PM,Narcotics Activity,ADV-Advised,2,19/02/19 12:14,30.508928,-97.659316
1244665,20/11/18 22:59,Nov 20 2018 10:59PM,Nov 20 2018 10:59PM,Robbery of Person,RPT-Report,1,19/02/19 12:14,30.508928,-97.649334
1064187,07/05/18 21:16,May  7 2018  9:16PM,May  7 2018  9:16PM,Check the Welfare,CNL-Cancel,2,19/02/19 12:14,30.508949,-97.648603
1564743,17/07/18 16:47,Jul 17 2018  4:47PM,Jul 17 2018  4:47PM,Property Damage/Hit & Run,RPT-Report,2,19/02/19 12:14,30.508966,-97.665501
1088295,22/07/18 18:27,Jul 22 2018  6:27PM,Jul 22 2018  6:27PM,Check the Welfare,ADV-Advised,2,19/02/19 12:14,30.508969,-97.662677
1461442,08/07/18 18:59,Jul  8 2018  6:59PM,Jul  8 2018  6:59PM,Fight,CNL-Cancel,1,19/02/19 12:14,30.508969,-97.662677
1595569,12/08/18 03:09,Aug 12 2018  3:09AM,Aug 12 2018  3:09AM,Robbery Dwlng/Person Rpt,RPT-Report,2,19/02/19 12:14,30.508969,-97.662677
1748044,11/12/18 10:26,Dec 11 2018 10:26AM,Dec 11 2018 10:26AM,Emotionally Disturb Person,TRN-Transport,1,19/02/19 12:14,30.508969,-97.662677
1756315,28/07/18 09:31,Jul 28 2018  9:31AM,Jul 28 2018  9:31AM,Check the Welfare,SNT-Sent,2,19/02/19 12:14,30.508969,-97.662677
1268239,22/02/18 22:48,Feb 22 2018 10:48PM,Feb 22 2018 10:48PM,Miscellaneous,TAG-Tagged,3,19/02/19 12:14,30.50897,-97.671795
1363304,03/10/18 19:39,Oct  3 2018  7:39PM,Oct  3 2018  7:39PM,Directed Patrol (P),AOK- All OK,4,19/02/19 12:14,30.50898,-97.650135
1517384,14/07/18 00:37,Jul 14 2018 12:37AM,Jul 14 2018 12:37AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.508987,-97.69048
1118908,12/11/18 15:12,Nov 12 2018  3:12PM,Nov 12 2018  3:12PM,Theft - Report Only,RPT-Report,3,19/02/19 12:14,30.508994,-97.670613
1433809,07/02/18 08:43,Feb  7 2018  8:43AM,Feb  7 2018  8:43AM,Emotionally Disturb Person,AST-Assist,1,19/02/19 12:14,30.508994,-97.670613
1021303,14/06/18 23:00,Jun 14 2018 11:00PM,Jun 14 2018 11:00PM,Robbery of Person,CNL-Cancel,1,19/02/19 12:14,30.509002,-97.680769
1361657,13/09/18 13:04,Sep 13 2018  1:04PM,Sep 13 2018  1:04PM,Miscellaneous,NOS-No Service,3,19/02/19 12:14,30.509002,-97.680769
1486487,22/05/18 19:16,May 22 2018  7:16PM,May 22 2018  7:16PM,Unknown Wireless/Cell Phone,AOK- All OK,1,19/02/19 12:14,30.509002,-97.680769
1518506,14/03/18 21:21,Mar 14 2018  9:21PM,Mar 14 2018  9:21PM,Attempt Pick-Up,,2,19/02/19 12:14,30.509042,-97.650213
1341532,01/12/18 21:58,Dec  1 2018  9:58PM,Dec  1 2018  9:58PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.50907,-97.668235
1594529,10/08/18 16:07,Aug 10 2018  4:07PM,Aug 10 2018  4:07PM,Audible Business Alarm,FAL-False,1,19/02/19 12:14,30.509189,-97.683792
1806311,14/05/18 10:51,May 14 2018 10:51AM,May 14 2018 10:51AM,Suspicious Person,SNT-Sent,2,19/02/19 12:14,30.5092,-97.662335
1256653,09/11/18 18:22,Nov  9 2018  6:22PM,Nov  9 2018  6:22PM,Foot Beat (P),AOK- All OK,4,19/02/19 12:14,30.509247,-97.643788
1538417,18/09/18 12:21,Sep 18 2018 12:21PM,Sep 18 2018 12:21PM,Bicycle Violation,ADV-Advised,3,19/02/19 12:14,30.509247,-97.643788
1639542,27/10/18 12:48,Oct 27 2018 12:48PM,Oct 27 2018 12:48PM,Theft - Report Only,RPT-Report,3,19/02/19 12:14,30.509247,-97.643788
1723189,23/02/18 10:54,Feb 23 2018 10:54AM,Feb 23 2018 10:54AM,Walk Through a Building,INS-Inservice,2,19/02/19 12:14,30.509247,-97.643788
1149143,02/09/18 13:11,Sep  2 2018  1:11PM,Sep  2 2018  1:11PM,Disturbance,ADV-Advised,2,19/02/19 12:14,30.509254,-97.68481
1160360,18/09/18 20:16,Sep 18 2018  8:16PM,Sep 18 2018  8:16PM,Miscellaneous,AQT-All Quiet,3,19/02/19 12:14,30.509254,-97.68481
1161808,17/09/18 21:39,Sep 17 2018  9:39PM,Sep 17 2018  9:39PM,Suspicious Person,SNT-Sent,2,19/02/19 12:14,30.509254,-97.68481
1509003,30/06/18 12:20,Jun 30 2018 12:20PM,Jun 30 2018 12:20PM,Miscellaneous,AOK- All OK,3,19/02/19 12:14,30.509254,-97.68481
1509827,02/07/18 02:50,Jul  2 2018  2:50AM,Jul  2 2018  2:50AM,Drunk/Intoxicated Person,CNL-Cancel,3,19/02/19 12:14,30.509254,-97.68481
1513912,04/10/18 09:37,Oct  4 2018  9:37AM,Oct  4 2018  9:37AM,Walk Through a Building,AOK- All OK,2,19/02/19 12:14,30.509254,-97.68481
1519483,14/07/18 13:18,Jul 14 2018  1:18PM,Jul 14 2018  1:18PM,Suspicious Person,ADV-Advised,2,19/02/19 12:14,30.509254,-97.68481
1577062,11/07/18 11:36,Jul 11 2018 11:36AM,Jul 11 2018 11:36AM,Suspicious Person,SNT-Sent,2,19/02/19 12:14,30.509254,-97.68481
1595734,12/08/18 11:01,Aug 12 2018 11:01AM,Aug 12 2018 11:01AM,Traffic Law Enforcement,AOK- All OK,4,19/02/19 12:14,30.509254,-97.68481
1635618,29/09/18 11:53,Sep 29 2018 11:53AM,Sep 29 2018 11:53AM,Suspicious Person,,2,19/02/19 12:14,30.509254,-97.68481
1612342,25/08/18 20:08,Aug 25 2018  8:08PM,Aug 25 2018  8:08PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.509269,-97.653953
1734469,10/03/18 22:24,Mar 10 2018 10:24PM,Mar 10 2018 10:24PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.50929,-97.650725
1258410,07/09/18 12:34,Sep  7 2018 12:34PM,Sep  7 2018 12:34PM,Walk Through a Building,ADV-Advised,2,19/02/19 12:14,30.50936,-97.649195
1557518,05/07/18 16:46,Jul  5 2018  4:46PM,Jul  5 2018  4:46PM,Suspicious Person,SNT-Sent,2,19/02/19 12:14,30.509431,-97.650211
1120784,10/08/18 18:02,Aug 10 2018  6:02PM,Aug 10 2018  6:02PM,Walk Through a Building,AOK- All OK,2,19/02/19 12:14,30.509448,-97.615953
1121763,12/08/18 05:31,Aug 12 2018  5:31AM,Aug 12 2018  5:31AM,Suspicious Vehicle,AOK- All OK,2,19/02/19 12:14,30.509563,-97.713457
1123510,15/08/18 20:21,Aug 15 2018  8:21PM,Aug 15 2018  8:21PM,Check the Welfare,AOK- All OK,2,19/02/19 12:14,30.509588,-97.684807
1802704,31/05/18 20:58,May 31 2018  8:58PM,May 31 2018  8:58PM,Theft - Report Only,RPT-Report,3,19/02/19 12:14,30.509588,-97.684807
1549181,07/02/18 12:41,Feb  7 2018 12:41PM,Feb  7 2018 12:41PM,Down Outside-One w/Fire,ADV-Advised,1,19/02/19 12:14,30.509588,-97.670368
1675191,27/11/18 21:49,Nov 27 2018  9:49PM,Nov 27 2018  9:49PM,Suspicious Vehicle,RPT-Report,2,19/02/19 12:14,30.509675,-97.623225
1306058,31/01/18 22:42,Jan 31 2018 10:42PM,Jan 31 2018 10:42PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.509706,-97.614795
1050637,01/11/18 12:43,Nov  1 2018 12:43PM,Nov  1 2018 12:43PM,Unwanted Person,GOA-Gone on Arrival,2,19/02/19 12:14,30.509711,-97.667358
1049543,01/11/18 18:42,Nov  1 2018  6:42PM,Nov  1 2018  6:42PM,Parking Problem,INS-Inservice,3,19/02/19 12:14,30.509766,-97.684806
1815276,21/05/18 15:07,May 21 2018  3:07PM,May 21 2018  3:07PM,Miscellaneous,INS-Inservice,3,19/02/19 12:14,30.50978,-97.680745
1099660,08/08/18 15:26,Aug  8 2018  3:26PM,Aug  8 2018  3:26PM,Fight,SNT-Sent,1,19/02/19 12:14,30.509792,-97.680773
1435629,11/02/18 21:12,Feb 11 2018  9:12PM,Feb 11 2018  9:12PM,Crim Sex Conduct/Report,RPT-Report,2,19/02/19 12:14,30.509802,-97.680733
1544282,28/09/18 23:39,Sep 28 2018 11:39PM,Sep 28 2018 11:39PM,Person with a Gun,AST-Assist,1,19/02/19 12:14,30.509802,-97.680733
1592288,22/07/18 12:45,Jul 22 2018 12:45PM,Jul 22 2018 12:45PM,Suspicious Vehicle,ADV-Advised,2,19/02/19 12:14,30.509802,-97.680733
1818545,23/05/18 02:47,May 23 2018  2:47AM,May 23 2018  2:47AM,Disturbance,INF-Information,2,19/02/19 12:14,30.509802,-97.680733
1477398,09/05/18 13:29,May  9 2018  1:29PM,May  9 2018  1:29PM,Drunk/Intoxicated Person,TRN-Transport,3,19/02/19 12:14,30.509802,-97.679344
1268891,23/02/18 14:02,Feb 23 2018  2:02PM,Feb 23 2018  2:02PM,Drunk/Intoxicated Person,CNL-Cancel,3,19/02/19 12:14,30.509802,-97.679066
1270852,04/12/18 11:57,Dec  4 2018 11:57AM,Dec  4 2018 11:57AM,Assist EMS Personnel,BKG-Booking,1,19/02/19 12:14,30.509802,-97.678233
1356299,04/09/18 23:39,Sep  4 2018 11:39PM,Sep  4 2018 11:39PM,Unknown Trouble,AST-Assist,1,19/02/19 12:14,30.509802,-97.678233
1388999,22/02/18 19:59,Feb 22 2018  7:59PM,Feb 22 2018  7:59PM,Drunk/Intoxicated Person,AST-Assist,3,19/02/19 12:14,30.509802,-97.678233
1407784,09/03/18 08:27,Mar  9 2018  8:27AM,Mar  9 2018  8:27AM,Drunk/Intoxicated Person,AST-Assist,3,19/02/19 12:14,30.509802,-97.678233
1394329,08/11/18 18:55,Nov  8 2018  6:55PM,Nov  8 2018  6:55PM,Unknown Trouble,UNF-Unfounded,2,19/02/19 12:14,30.509876,-97.670864
1256233,12/09/18 18:37,Sep 12 2018  6:37PM,Sep 12 2018  6:37PM,Down Outside-One,CNL-Cancel,1,19/02/19 12:14,30.509908,-97.679243
1336792,11/11/18 19:58,Nov 11 2018  7:58PM,Nov 11 2018  7:58PM,Check the Welfare,ADV-Advised,2,19/02/19 12:14,30.509908,-97.679243
1743515,16/07/18 10:23,Jul 16 2018 10:23AM,Jul 16 2018 10:23AM,Suspicious Person,SNT-Sent,2,19/02/19 12:14,30.50991,-97.683655
1206856,26/07/18 08:43,Jul 26 2018  8:43AM,Jul 26 2018  8:43AM,Suspicious Vehicle,AOK- All OK,2,19/02/19 12:14,30.50991,-97.68071
1552112,03/07/18 20:27,Jul  3 2018  8:27PM,Jul  3 2018  8:27PM,Walk Through a Building,AOK- All OK,2,19/02/19 12:14,30.509917,-97.642201
1249532,15/10/18 17:35,Oct 15 2018  5:35PM,Oct 15 2018  5:35PM,Luring,BKG-Booking,1,19/02/19 12:14,30.509919,-97.680774
1108568,28/07/18 03:18,Jul 28 2018  3:18AM,Jul 28 2018  3:18AM,Check the Welfare,ADV-Advised,2,19/02/19 12:14,30.509922,-97.680978
1279380,06/01/18 22:24,Jan  6 2018 10:24PM,Jan  6 2018 10:24PM,Walk Through a Building,AOK- All OK,2,19/02/19 12:14,30.509943,-97.682295
1712068,01/02/18 22:22,Feb  1 2018 10:22PM,Feb  1 2018 10:22PM,Suspicious Person,SNT-Sent,2,19/02/19 12:14,30.509944,-97.684804
1786560,25/12/18 21:36,Dec 25 2018  9:36PM,Dec 25 2018  9:36PM,Burglary Dwlng - Report,RPT-Report,2,19/02/19 12:14,30.509948,-97.628632
1552804,04/07/18 12:00,Jul  4 2018 12:00PM,Jul  4 2018 12:00PM,Suspected Hazard,RPT-Report,1,19/02/19 12:14,30.509956,-97.697319
1576635,11/07/18 00:10,Jul 11 2018 12:10AM,Jul 11 2018 12:10AM,Curfew Violations,AOK- All OK,2,19/02/19 12:14,30.50998,-97.623185
1640546,25/11/18 21:03,Nov 25 2018  9:03PM,Nov 25 2018  9:03PM,Directed Patrol (P),AOK- All OK,4,19/02/19 12:14,30.51,-97.650315
1418516,24/12/18 08:05,Dec 24 2018  8:05AM,Dec 24 2018  8:05AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.51001,-97.690035
1076674,11/07/18 11:27,Jul 11 2018 11:27AM,Jul 11 2018 11:27AM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.51002,-97.680495
1167592,15/12/18 09:44,Dec 15 2018  9:44AM,Dec 15 2018  9:44AM,Emotionally Disturb Person,SNT-Sent,1,19/02/19 12:14,30.510071,-97.674382
1053932,26/06/18 19:02,Jun 26 2018  7:02PM,Jun 26 2018  7:02PM,Unwanted Person,GOA-Gone on Arrival,2,19/02/19 12:14,30.51008,-97.682399
1150918,05/09/18 05:31,Sep  5 2018  5:31AM,Sep  5 2018  5:31AM,Check the Welfare,AOK- All OK,2,19/02/19 12:14,30.51008,-97.682399
1789773,29/04/18 13:58,Apr 29 2018  1:58PM,Apr 29 2018  1:58PM,Walk Through a Building,ADV-Advised,2,19/02/19 12:14,30.51008,-97.682399
1360528,10/10/18 18:30,Oct 10 2018  6:30PM,Oct 10 2018  6:30PM,On Site,,1,19/02/19 12:14,30.51008,-97.648233
1391081,28/02/18 00:37,Feb 28 2018 12:37AM,Feb 28 2018 12:37AM,Receive Information,RPT-Report,3,19/02/19 12:14,30.51008,-97.645455
1404110,02/12/18 16:13,Dec  2 2018  4:13PM,Dec  2 2018  4:13PM,Assist EMS Personnel,AST-Assist,1,19/02/19 12:14,30.51008,-97.645455
1516720,13/07/18 16:26,Jul 13 2018  4:26PM,Jul 13 2018  4:26PM,Suspicious Person,ADV-Advised,2,19/02/19 12:14,30.51008,-97.645455
1598586,14/08/18 23:25,Aug 14 2018 11:25PM,Aug 14 2018 11:25PM,Recover Property,AST-Assist,3,19/02/19 12:14,30.51008,-97.645455
1323826,25/07/18 02:20,Jul 25 2018  2:20AM,Jul 25 2018  2:20AM,Walk Through a Building,AOK- All OK,2,19/02/19 12:14,30.51008,-97.645177
1417881,29/12/18 00:34,Dec 29 2018 12:34AM,Dec 29 2018 12:34AM,Walk Through a Building,,2,19/02/19 12:14,30.51008,-97.645177
1397443,15/11/18 17:23,Nov 15 2018  5:23PM,Nov 15 2018  5:23PM,Fight,GOA-Gone on Arrival,1,19/02/19 12:14,30.510082,-97.650206
1742628,03/07/18 00:12,Jul  3 2018 12:12AM,Jul  3 2018 12:12AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.51014,-97.660575
1465604,16/07/18 18:49,Jul 16 2018  6:49PM,Jul 16 2018  6:49PM,Burglary Dwlng - Report,RPT-Report,2,19/02/19 12:14,30.510214,-97.618115
