APN,PERMITID,TYPE,PERMIT,DECISION,LIQUOR_TYPE,STATUS,ISSUEDATE,EXPIRE_YEAR,EXPIRE_DATE,ESTABLISHMENT_NUM,ESTABLISHMENT_NAME,TYPE_DESCRIPTION,ADDRESS,ZIP,StartDate,EndDate,LATITUDE,LONGITUDE,LastUpdateDate
5000440,20440,"L205",20440,"APPROVED","ON Sale","OPEN","06/29/2017 12:00:00 AM",2019,"06/29/2019 12:00:00 AM",400440,"Business 565135017","LIQ ON-SALE E SERIES 3000","E PALM VALLEY BLVD",78664,"06/29/2017 12:00:00 AM","06/29/2019 12:00:00 AM",30.51624,-97.658875,19/02/19 14:40
5000441,20441,"L198",20441,"APPROVED","ON Sale","OPEN","06/29/2017 12:00:00 AM",2019,"06/29/2019 12:00:00 AM",400441,"Business 1049194630","LIQ ON-SALE A W/SS SERIES 3000","E PALM VALLEY BLVD",78664,"06/29/2017 12:00:00 AM","06/29/2019 12:00:00 AM",30.51665,-97.657955,19/02/19 14:40
5000445,20445,"L200",20445,"APPROVED","ON Sale","OPEN","06/29/2017 12:00:00 AM",2019,"06/29/2019 12:00:00 AM",400445,"Business 382864429","LIQ ON-SALE B W/SS SERIES 3000","SUGAR BERRY CV",78664,"06/29/2017 12:00:00 AM","06/29/2019 12:00:00 AM",30.51284,-97.650685,19/02/19 14:40
5000453,20453,"L202",20453,"PENDING","ON Sale","OPEN","06/29/2017 12:00:00 AM",2019,"06/29/2019 12:00:00 AM",400453,"Business 1961400371","LIQ ON-SALE C-2 W/SS SERIES 3000","COOKE ST",78664,"06/29/2017 12:00:00 AM","06/29/2019 12:00:00 AM",30.513,-97.663395,19/02/19 14:40
5000457,20457,"L200",20457,"PENDING","ON Sale","OPEN","06/29/2017 12:00:00 AM",2019,"06/29/2019 12:00:00 AM",400457,"Business 1330599284","LIQ ON-SALE B W/SS SERIES 3000","MAPLE RUN",78664,"06/29/2017 12:00:00 AM","06/29/2019 12:00:00 AM",30.50887,-97.650465,19/02/19 14:40
5000459,20459,"L206",20459,"APPROVED","ON Sale","OPEN","06/29/2017 12:00:00 AM",2019,"06/29/2019 12:00:00 AM",400459,"Business 1144810897","LIQ ON-SALE E W/SS SERIES 3000","N GEORGETOWN ST",78664,"06/29/2017 12:00:00 AM","06/29/2019 12:00:00 AM",30.516,-97.671785,19/02/19 14:40
5000572,20572,"L200",20572,"PENDING","ON Sale","OPEN","06/29/2017 12:00:00 AM",2019,"06/29/2019 12:00:00 AM",400572,"Business 1463525831","LIQ ON-SALE B W/SS SERIES 3000","SOUTHERN CROSS DR",78681,"06/29/2017 12:00:00 AM","06/29/2019 12:00:00 AM",30.48948,-97.722465,19/02/19 14:40
5000579,20579,"L206",20579,"PENDING","ON Sale","OPEN","06/29/2017 12:00:00 AM",2019,"06/29/2019 12:00:00 AM",400579,"Business 1541246918","LIQ ON-SALE E W/SS SERIES 3000","PARKVIEW DR",78681,"06/29/2017 12:00:00 AM","06/29/2019 12:00:00 AM",30.50165,-97.695685,19/02/19 14:40
5000580,20580,"L172",20580,"PENDING","Off Sale","OPEN","06/29/2017 12:00:00 AM",2019,"06/29/2019 12:00:00 AM",400580,"Business 1675297250","LIQ OFF-SALE SERIES 3000","LIME ROCK DR",78681,"06/29/2017 12:00:00 AM","06/29/2019 12:00:00 AM",30.50125,-97.691385,19/02/19 14:40
5000611,20611,"L200",20611,"APPROVED","ON Sale","OPEN","06/29/2017 12:00:00 AM",2019,"06/29/2019 12:00:00 AM",400611,"Business 1671441623","LIQ ON-SALE B W/SS SERIES 3000","WOODHILL DR",78681,"06/29/2017 12:00:00 AM","06/29/2019 12:00:00 AM",30.48955,-97.699045,19/02/19 14:40
5000644,20644,"L206",20644,"PENDING","ON Sale","OPEN","06/29/2017 12:00:00 AM",2019,"06/29/2019 12:00:00 AM",400644,"Business 1573970982","LIQ ON-SALE E W/SS SERIES 3000","CHISHOLM VALLEY DR",78681,"06/29/2017 12:00:00 AM","06/29/2019 12:00:00 AM",30.49075,-97.690365,19/02/19 14:40
5000649,20649,"L206",20649,"APPROVED","ON Sale","OPEN","06/29/2017 12:00:00 AM",2019,"06/29/2019 12:00:00 AM",400649,"Business 1584379105","LIQ ON-SALE E W/SS SERIES 3000","COOPER WAY",78681,"06/29/2017 12:00:00 AM","06/29/2019 12:00:00 AM",30.48919,-97.690625,19/02/19 14:40
5000651,20651,"L172",20651,"PENDING","Off Sale","OPEN","06/29/2017 12:00:00 AM",2019,"06/29/2019 12:00:00 AM",400651,"Business 1566809625","LIQ OFF-SALE SERIES 3000","STIRRUP DR",78681,"06/29/2017 12:00:00 AM","06/29/2019 12:00:00 AM",30.48872,-97.687665,19/02/19 14:40
5000656,20656,"L206",20656,"PENDING","ON Sale","OPEN","06/29/2017 12:00:00 AM",2019,"06/29/2019 12:00:00 AM",400656,"Business 1750428602","LIQ ON-SALE E W/SS SERIES 3000","S IH 35 FR",78681,"06/29/2017 12:00:00 AM","06/29/2019 12:00:00 AM",30.49541,-97.680045,19/02/19 14:40
5000679,20679,"L200",20679,"PENDING","ON Sale","OPEN","06/29/2017 12:00:00 AM",2019,"06/29/2019 12:00:00 AM",400679,"Business 105077518","LIQ ON-SALE B W/SS SERIES 3000","MEISTER LN",78664,"06/29/2017 12:00:00 AM","06/29/2019 12:00:00 AM",30.49547,-97.636495,19/02/19 14:40
5000319,20319,"L178",20319,"APPROVED","ON Sale","OPEN","07/03/2017 12:00:00 AM",2019,"07/03/2019 12:00:00 AM",400319,"Business 984653957","LIQ ON-SALE A W/SS SERIES 1000","W OAK DR",78664,"07/03/2017 12:00:00 AM","03/07/2019 12:00:00 AM",30.5206,-97.674955,19/02/19 14:40
5000004,20004,"L245",20004,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400004,"Business 152548921","WINE C-2 W/STRONG BEER","LOUIS HENNA BLVD",78664,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.488,-97.635685,19/02/19 14:40
5000016,20016,"L245",20016,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400016,"Business 707225238","WINE C-2 W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.47431,-97.633005,19/02/19 14:40
5000020,20020,"L247",20020,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400020,"Business 1707784219","WINE E W/STRONG BEER","GREENLAWN BLVD",78664,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.47809,-97.665215,19/02/19 14:40
5000021,20021,"L247",20021,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400021,"Business 1293788282","WINE E W/STRONG BEER","WINNSBORO DR",78664,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.47948,-97.650605,19/02/19 14:40
5000022,20022,"L190",20022,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400022,"Business 414082221","LIQ ON-SALE B W/SS SERIES 2000","UNIVERSITY BLVD",78665,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.56788,-97.656545,19/02/19 14:40
5000023,20023,"L247",20023,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400023,"Business 1789368905","WINE E W/STRONG BEER","HESTERS CROSSING RD",78681,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.48794,-97.679155,19/02/19 14:40
5000027,20027,"L247",20027,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400027,"Business 1915949501","WINE E W/STRONG BEER","COOPER WAY",78681,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.48727,-97.690635,19/02/19 14:40
5000029,20029,"L247",20029,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400029,"Business 133132413","WINE E W/STRONG BEER","SUNDANCE PKWY",78681,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.48126,-97.690765,19/02/19 14:40
5000030,20030,"L247",20030,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400030,"Business 1060644059","WINE E W/STRONG BEER","JARRETT WAY",78728,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.4745,-97.681195,19/02/19 14:40
5000034,20034,"L247",20034,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400034,"Business 444176021","WINE E W/STRONG BEER","LYNDA SUE ST",78681,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.48774,-97.691575,19/02/19 14:40
5000037,20037,"L247",20037,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400037,"Business 340784579","WINE E W/STRONG BEER","MCNEIL RD",78681,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.48827,-97.697055,19/02/19 14:40
5000038,20038,"L190",20038,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400038,"Business 1480084967","LIQ ON-SALE B W/SS SERIES 2000","E MESSICK LOOP",78681,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.48816,-97.700865,19/02/19 14:40
5000041,20041,"L247",20041,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400041,"Business 140622330","WINE E W/STRONG BEER","E MESSICK LOOP",78681,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.48816,-97.700865,19/02/19 14:40
5000047,20047,"L247",20047,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400047,"Business 2091261881","WINE E W/STRONG BEER","BLESSING ST",78681,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.48459,-97.691515,19/02/19 14:40
5000049,20049,"L196",20049,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400049,"Business 2069326395","LIQ ON-SALE E W/SS SERIES 2000","CHINCOTEAGUE WAY",78681,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.48816,-97.705435,19/02/19 14:40
5000051,20051,"L196",20051,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400051,"Business 1591302317","LIQ ON-SALE E W/SS SERIES 2000","OAK MEADOW DR",78681,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.48694,-97.701615,19/02/19 14:40
5000052,20052,"L196",20052,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400052,"Business 652823898","LIQ ON-SALE E W/SS SERIES 2000","OAK MEADOW DR",78681,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.48694,-97.701615,19/02/19 14:40
5000053,20053,"L247",20053,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400053,"Business 1326715665","WINE E W/STRONG BEER","N SH 45 W",78681,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.47802,-97.693345,19/02/19 14:40
5000056,20056,"L247",20056,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400056,"Business 1325477237","WINE E W/STRONG BEER","LONGITUDE TRL",78681,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.48722,-97.724665,19/02/19 14:40
5000058,20058,"L171",20058,"APPROVED","Off Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400058,"Business 1408483155","LIQ OFF-SALE SERIES 2000","LONGITUDE TRL",78681,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.4877,-97.725015,19/02/19 14:40
5000062,20062,"L247",20062,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400062,"Business 27315083","WINE E W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.57531,-97.711875,19/02/19 14:40
5000063,20063,"L247",20063,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400063,"Business 184875255","WINE E W/STRONG BEER","HILL ST",78664,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.48816,-97.617245,19/02/19 14:40
5000071,20071,"L246",20071,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400071,"Business 43098043","WINE D W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.46676,-97.629675,19/02/19 14:40
5000074,20074,"L247",20074,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400074,"Business 970890361","WINE E W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.46119,-97.731685,19/02/19 14:40
5000077,20077,"L246",20077,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400077,"Business 1887853739","WINE D W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.46304,-97.731415,19/02/19 14:40
5000078,20078,"L246",20078,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400078,"Business 957921811","WINE D W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.46304,-97.731415,19/02/19 14:40
5000088,20088,"L247",20088,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400088,"Business 1662412429","WINE E W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.46494,-97.694035,19/02/19 14:40
5000089,20089,"L246",20089,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400089,"Business 1321941198","WINE D W/STRONG BEER","JARRETT WAY",78728,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.47403,-97.681385,19/02/19 14:40
5000090,20090,"L247",20090,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400090,"Business 533693767","WINE E W/STRONG BEER","FM 1325 RD",78681,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.47392,-97.687675,19/02/19 14:40
5000091,20091,"L247",20091,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400091,"Business 1982133344","WINE E W/STRONG BEER","FM 1325 RD",78681,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.47403,-97.687025,19/02/19 14:40
5000092,20092,"L247",20092,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400092,"Business 320355400","WINE E W/STRONG BEER","MICHAEL ANGELO WAY",78728,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.4655,-97.681285,19/02/19 14:40
5000095,20095,"L246",20095,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400095,"Business 1504208021","WINE D W/STRONG BEER","MICHAEL ANGELO WAY",78728,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.46668,-97.680485,19/02/19 14:40
5000114,20114,"L190",20114,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400114,"Business 1067713446","LIQ ON-SALE B W/SS SERIES 2000","WALLEYE WAY",78665,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.54842,-97.666485,19/02/19 14:40
5000118,20118,"L247",20118,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400118,"Business 1464043337","WINE E W/STRONG BEER","S A W GRIMES BLVD",78664,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.47405,-97.639755,19/02/19 14:40
5000121,20121,"L247",20121,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400121,"Business 709663344","WINE E W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.46675,-97.635435,19/02/19 14:40
5000122,20122,"L247",20122,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400122,"Business 990195598","WINE E W/STRONG BEER","CR 112",78665,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.56033,-97.639695,19/02/19 14:40
5000123,20123,"L247",20123,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400123,"Business 264273545","WINE E W/STRONG BEER","CR 112",78665,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.56033,-97.639695,19/02/19 14:40
5000126,20126,"L247",20126,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400126,"Business 1724126330","WINE E W/STRONG BEER","N A W GRIMES BLVD",78665,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.55271,-97.649895,19/02/19 14:40
5000128,20128,"L247",20128,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400128,"Business 1884636105","WINE E W/STRONG BEER","N A W GRIMES BLVD",78665,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.55017,-97.649755,19/02/19 14:40
5000129,20129,"L247",20129,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400129,"Business 1471864420","WINE E W/STRONG BEER","N A W GRIMES BLVD",78665,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.55017,-97.649755,19/02/19 14:40
5000130,20130,"L171",20130,"APPROVED","Off Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400130,"Business 1706212421","LIQ OFF-SALE SERIES 2000","E OLD SETTLERS BLVD",78665,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.54632,-97.630515,19/02/19 14:40
5000139,20139,"L171",20139,"APPROVED","Off Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400139,"Business 1998900088","LIQ OFF-SALE SERIES 2000"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.4571,-97.650645,19/02/19 14:40
5000141,20141,"L247",20141,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400141,"Business 527790717","WINE E W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.4564,-97.665205,19/02/19 14:40
5000144,20144,"L247",20144,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400144,"Business 797371215","WINE E W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.45576,-97.665965,19/02/19 14:40
5000147,20147,"L247",20147,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400147,"Business 620328791","WINE E W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.44871,-97.655795,19/02/19 14:40
5000150,20150,"L190",20150,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400150,"Business 1325274296","LIQ ON-SALE B W/SS SERIES 2000","SETTLEMENT DR",78665,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.54331,-97.664815,19/02/19 14:40
5000156,20156,"L235",20156,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400156,"Business 615751372","LIQ ON-SALE C-1 W/SS SERIES 2000","SETTLEMENT DR",78665,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.54147,-97.666425,19/02/19 14:40
5000161,20161,"L247",20161,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400161,"Business 699142662","WINE E W/STRONG BEER","SETTLEMENT DR",78665,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.54068,-97.667315,19/02/19 14:40
5000162,20162,"L194",20162,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400162,"Business 1219712049","LIQ ON-SALE D W/SS SERIES 2000","SUNRISE RD",78665,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.54072,-97.669375,19/02/19 14:40
5000169,20169,"L190",20169,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400169,"Business 626447988","LIQ ON-SALE B W/SS SERIES 2000","ARANSAS CV",78664,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.53472,-97.655745,19/02/19 14:40
5000173,20173,"L247",20173,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400173,"Business 235226637","WINE E W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.45953,-97.681295,19/02/19 14:40
5000175,20175,"L247",20175,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400175,"Business 1454152748","WINE E W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.44623,-97.690565,19/02/19 14:40
5000177,20177,"L190",20177,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400177,"Business 1162975194","LIQ ON-SALE B W/SS SERIES 2000","N MAYS ST",78665,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.53948,-97.687705,19/02/19 14:40
5000189,20189,"L247",20189,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400189,"Business 650878541","WINE E W/STRONG BEER","E OLD SETTLERS BLVD",78665,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.53864,-97.670875,19/02/19 14:40
5000193,20193,"L247",20193,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400193,"Business 621458408","WINE E W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.45223,-97.693395,19/02/19 14:40
5000195,20195,"L171",20195,"APPROVED","Off Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400195,"Business 2036052395","LIQ OFF-SALE SERIES 2000"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.44662,-97.691675,19/02/19 14:40
5000197,20197,"L171",20197,"APPROVED","Off Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400197,"Business 783769673","LIQ OFF-SALE SERIES 2000","LACEY OAK LOOP",78681,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.53236,-97.697415,19/02/19 14:40
5000198,20198,"L247",20198,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400198,"Business 1424373134","WINE E W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.45269,-97.712015,19/02/19 14:40
5000201,20201,"L247",20201,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400201,"Business 2023300806","WINE E W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.45105,-97.731605,19/02/19 14:40
5000202,20202,"L247",20202,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400202,"Business 678287565","WINE E W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.45217,-97.711985,19/02/19 14:40
5000204,20204,"L247",20204,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400204,"Business 1562055813","WINE E W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.45558,-97.612465,19/02/19 14:40
5000205,20205,"L247",20205,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400205,"Business 1291917616","WINE E W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.45558,-97.612465,19/02/19 14:40
5000206,20206,"L171",20206,"APPROVED","Off Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400206,"Business 1745928239","LIQ OFF-SALE SERIES 2000"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.4595,-97.618135,19/02/19 14:40
5000207,20207,"L247",20207,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400207,"Business 1553127310","WINE E W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.45767,-97.618785,19/02/19 14:40
5000218,20218,"L247",20218,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400218,"Business 542362811","WINE E W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.44466,-97.712005,19/02/19 14:40
5000220,20220,"L247",20220,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400220,"Business 100857803","WINE E W/STRONG BEER"," "," ","03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.44194,-97.721415,19/02/19 14:40
5000225,20225,"L171",20225,"APPROVED","Off Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400225,"Business 480707380","LIQ OFF-SALE SERIES 2000","CHISHOLM CV",78681,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.52105,-97.691805,19/02/19 14:40
5000241,20241,"L247",20241,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400241,"Business 1314849980","WINE E W/STRONG BEER","AMESWOOD PL",78664,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.52739,-97.678665,19/02/19 14:40
5000261,20261,"L190",20261,"APPROVED","ON Sale","OPEN","03/29/2017 12:00:00 AM",2019,"03/29/2019 12:00:00 AM",400261,"Business 2013577736","LIQ ON-SALE B W/SS SERIES 2000","EGGER AVE",78664,"03/29/2017 12:00:00 AM","03/29/2019 12:00:00 AM",30.52245,-97.674455,19/02/19 14:40
